exam_id	name	exam_year	uci
EXM_MU_6JOa_1519_000119	이광증(李光曾)	1519	G002+AKS-KHF_13C774AD11C99DU9999X1
EXM_MU_6JOa_1519_000120	박숙근(朴叔根)	1519	G002+AKS-KHF_13BC15C219ADFCU9999X0
EXM_MU_6JOa_1519_000121	나광후(羅光厚)	1519	G002+AKS-KHF_13B098AD11D6C4U9999X0
EXM_MU_6JOa_1519_000122	성계의(成繼義)	1519	G002+AKS-KHF_13C131ACC4C758U9999X0
EXM_MU_6JOa_1519_000123	오세적(吳世勣)	1519	G002+AKS-KHF_13C624C138C801U9999X0
EXM_MU_6JOa_1519_000124	유원창(柳元昌)	1519	G002+AKS-KHF_13C720C6D0CC3DU9999X0
EXM_MU_6JOa_1519_000125	이관(李寬)	1519	G002+AKS-KHF_12C774AD00FFFFU9999X2
EXM_MU_6JOa_1519_000126	김영수(金永綏)	1519	G002+AKS-KHF_13AE40C601C218U9999X0
EXM_MU_6JOa_1519_000127	이세창(李世昌)	1519	G002+AKS-KHF_13C774C138CC3DU9999X1
EXM_MU_6JOa_1519_000128	홍만손(洪萬孫)	1519	G002+AKS-KHF_13D64DB9CCC190U9999X0
EXM_MU_6JOa_1519_000129	김구(金臼)	1519	G002+AKS-KHF_12AE40AD6CFFFFU9999X4
EXM_MU_6JOa_1519_000130	안자검(安子儉)	1519	G002+AKS-KHF_13C548C790AC80B1492X0
EXM_MU_6JOa_1519_000131	이수팽(李壽彭)	1519	G002+AKS-KHF_13C774C218D33DU9999X0
EXM_MU_6JOa_1519_000132	정순조(鄭純祖)	1519	G002+AKS-KHF_13C815C21CC870U9999X0
EXM_MU_6JOa_1519_000133	여맹렴(呂孟濂)	1519	G002+AKS-KHF_13C5ECB9F9B834U9999X0
EXM_MU_6JOa_1519_000134	이창형(李昌亨)	1519	G002+AKS-KHF_13C774CC3DD615U9999X0
EXM_MU_6JOa_1519_000135	송옥형(宋玉衡)	1519	G002+AKS-KHF_13C1A1C625D615U9999X0
EXM_MU_6JOa_1519_000136	박수전(朴壽佺)	1519	G002+AKS-KHF_13BC15C218C804U9999X0
