munjip_id	문집	文集	성명	姓名	birthyear	deathyear	ancestralseat	choronym
ITKC_MI_0862A	마경헌집	磨鏡軒集	홍구연	洪九淵	1606	1629	南陽	南陽 洪
ITKC_MI_0863A	만주유집	晩洲遺集	홍석기	洪錫箕	1606	1680	南陽	南陽 洪
ITKC_MI_0864A	회곡집	晦谷集	조한영	曺漢英	1608	1670	昌寧	昌寧 曺
ITKC_MI_0865A	수현집	壽峴集	석지형	石之珩	1610		花園	花園 石
ITKC_MI_0866A	죽당집	竹堂集	신유	申濡	1610	1665	高靈	高靈 申
ITKC_MI_0867A	죽헌집	竹軒集	도신징	都愼徵	1611	1678	星州	星州 都
ITKC_MI_0868A	팔사유고	八斯遺稿	배유화	裵幼華	1611	1673	星州	星州 裵
ITKC_MI_0869A	팔송집	八松集	정필달	鄭必達	1611	1693	晉州	晉州 鄭
ITKC_MI_0870A	존양재집	存養齋集	송정렴	宋挺濂	1612	1684	恩津	恩津 宋
ITKC_MI_0871A	정허당집	靜虛堂集	홍주세	洪柱世	1612	1661	豐山	豐山 洪
ITKC_MI_0872A	활재집	活齋集	이구	李榘	1613	1654	全州	全州 李
ITKC_MI_0873A	명곡집	明谷集	구음	具崟	1614	1683	綾城	綾城 具
ITKC_MI_0874A	추담집	秋潭集	유창	兪瑒	1614	1690	昌原	昌原 兪
ITKC_MI_0875A	석동유고	石洞遺稿	이문재	李文載	1615	1689	全州	全州 李
ITKC_MI_0876A	장육당유집	藏六堂遺集	조귀석	趙龜錫	1615	1665	楊州	楊州 趙
ITKC_MI_0877A	계와집	桂窩集	조비	趙備	1616	1659	漢陽	漢陽 趙
ITKC_MI_0878A	요은집	鬧隱集	고여흥	高汝興	1617	1678	長澤	長澤 高
ITKC_MI_0879A	석문집	石門集	오이익	吳以翼	1618	1666	羅州	羅州 吳
ITKC_MI_0880A	춘소자집	春沼子集	신최	申最	1619	1658	平山	平山 申
ITKC_MI_0881A	오탄집	梧灘集	심유	沈攸	1620	1688	靑松	靑松 沈
ITKC_MI_0882A	송봉유고	松峯遺稿	오익승	吳益升	1620	1679	寶城	寶城 吳
ITKC_MI_0883A	이계집	伊溪集	남몽뢰	南夢賚	1620	1681	英陽	英陽 南
ITKC_MI_0884A	송계집	松溪集	이요	李㴭	1622	1658	全州	全州 李
ITKC_MI_0885A	귀암집	歸巖集	이원정	李元禎	1622	1680	廣州	廣州 李
ITKC_MI_0886A	서암유고	西巖遺稿	이진백	李震白	1622	1707	全州	全州 李
ITKC_MI_0887A	지촌집	芝村集	김방걸	金邦杰	1623	1695	義城	義城 金
ITKC_MI_0888A	범옹집	泛翁集	홍주국	洪柱國	1623	1680	豐山	豐山 洪
ITKC_MI_0889A	남포집	南圃集	김만영	金萬英	1624	1671	棠岳	棠岳 金
ITKC_MI_0890A	양곡집	陽谷集	오두인	吳斗寅	1624	1689	海州	海州 吳
ITKC_MI_0891A	초암집	初菴集	신혼	申混	1624	1656	高靈	高靈 申
ITKC_MI_0892A	추담집	秋潭集	김여만	金如萬	1625	1711	順天	順天 金
ITKC_MI_0893A	운포유고	雲浦遺稿	여성제	呂聖齊	1625	1691	咸陽	咸陽 呂
ITKC_MI_0894A	죽서집	竹西集	이민적	李敏迪	1625	1673	全州	全州 李
ITKC_MI_0895A	매간집	梅澗集	이익상	李翊相	1625	1691	延安	延安 李
ITKC_MI_0896A	송월재집	松月齋集	이시선	李時善	1625	1715	全州	全州 李
ITKC_MI_0897A	오아재집	聱齖齋集	강석규	姜錫圭	1628	1695	晉州	晉州 姜
ITKC_MI_0898A	금옹집	錦翁集	김학배	金學培	1628	1673	義城	義城 金
ITKC_MI_0899A	치암집	恥菴集	이지렴	李之濂	1628	1691	咸平	咸平 李
ITKC_MI_0900A	동산유고	東山遺稿	조성한	趙晟漢	1628	1686	漢陽	漢陽 趙
ITKC_MI_0901A	육우당유고	六寓堂遺稿	이하진	李夏鎭	1628	1682	驪州	驪州 李
ITKC_MI_0902A	임호집	林湖集	박수검	朴守儉	1629	1698	義興	義興 朴
ITKC_MI_0903A	금강집	錦江集	장신	張璶	1629	1711	仁同	仁同 張
ITKC_MI_0904A	쌍백당집	雙柏堂集	이세화	李世華	1630	1701	富平	富平 李
ITKC_MI_0905A	구봉집	九峯集	조원기	趙遠期	1630	1680	林川	林川 趙
ITKC_MI_0906A	남악집	南岳集	조종저	趙宗著	1631	1690	漢陽	漢陽 趙
ITKC_MI_0907A	덕포유고	德浦遺稿	윤진	尹搢	1631	1698	坡平	坡平 尹
ITKC_MI_0908A	손암집	損庵集	조근	趙根	1631	1680	咸安	咸安 趙
ITKC_MI_0909A	금호유고	琴湖遺稿	이지걸	李志傑	1632	1702	碧珍	碧珍 李
ITKC_MI_0910A	설초유고	雪蕉遺稿	최승태	崔承太			川寧	川寧 崔
ITKC_MI_0911A	퇴당집	退堂集	유명천	柳命天	1633	1705	晉州	晉州 柳
ITKC_MI_0912A	폐추유고	敝帚遺稿	임홍량	任弘亮	1634	1707	豐川	豐川 任
ITKC_MI_0913A	송파집	松坡集	이서우	李瑞雨	1633	1709	羽溪	羽溪 李
ITKC_MI_0914A	산택재집	山澤齋集	권태시	權泰時	1635	1719	安東	安東 權
ITKC_MI_0915A	모암집	茅庵集	장진	張瑱	1635	1707	仁同	仁同 張
ITKC_MI_0916A	일봉집	一峯集	조현기	趙顯期	1634	1685	林川	林川 趙
ITKC_MI_0917A	규정집	葵亭集	신후재	申厚載	1636	1699	平山	平山 申
ITKC_MI_0918A	약재집	約齋集	유상운	柳尙運	1636	1707	文化	文化 柳
ITKC_MI_0919A	관란재유고	觀瀾齋遺稿	고회	高晦	1636	1711	濟州	濟州 高
ITKC_MI_0920A	노주집	蘆洲集	김태일	金兌一	1637	1702	禮安	禮安 金
ITKC_MI_0921A	안촌집	安村集	박광후	朴光後	1637	1678	順天	順天 朴
ITKC_MI_0922A	범허정집	泛虛亭集	송광연	宋光淵	1638	1695	礪山	礪山 宋
ITKC_MI_0923A	팔오헌집	八吾軒集	김성구	金聲久	1641	1707	義城	義城 金
ITKC_MI_0924A	조암집	槽巖集	조창기	趙昌期	1640	1676	林川	林川 趙
ITKC_MI_0925A	박천집	博泉集	이옥	李沃	1641	1698	延安	延安 李
ITKC_MI_0926A	구소집	鳩巢集	권성구	權聖矩	1642	1708	安東	安東 權
ITKC_MI_0927A	둔옹집	遁翁集	한여유	韓汝愈	1642	1709	谷山	谷山 韓
ITKC_MI_0928A	구천유고	龜川遺稿	이세필	李世弼	1642	1718	慶州	慶州 李
ITKC_MI_0929A	호은집	壺隱集	홍수주	洪受疇	1642	1704	南陽	南陽 洪
ITKC_MI_0930A	야촌집	野村集	손만웅	孫萬雄	1643	1712	慶州	慶州 孫
ITKC_MI_0931A	동강유고	東岡遺稿	최시옹	崔是翁	1646	1730	朔寧	朔寧 崔
ITKC_MI_0932A	나은집	懶隱集	이동표	李東標	1644	1700	眞寶	眞寶 李
ITKC_MI_0933A	경암집	絅菴集	신완	申琓	1646	1707	平山	平山 申
ITKC_MI_0934A	정재집	靜齋集	이담명	李聃命	1646	1701	廣州	廣州 李
ITKC_MI_0935A	양와집	養窩集	이세귀	李世龜	1646	1700	慶州	慶州 李
ITKC_MI_0936A	시와유고	是窩遺稿	한태동	韓泰東	1646	1687	淸州	淸州 韓
ITKC_MI_0937A	관복재유고	觀復齋遺稿	김구	金構	1649	1704	淸風	淸風 金
ITKC_MI_0938A	봉곡집	鳳谷集	송주석	宋疇錫	1650	1692	恩津	恩津 宋
ITKC_MI_0939A	수초당집	遂初堂集	권변	權忭	1651	1726	安東	安東 權
ITKC_MI_0940A	육화집	六化集	양거안	梁居安	1652	1731	濟州	濟州 梁
ITKC_MI_0941A	남충장공시고	南忠壯公詩稿	남연년	南延年	1653	1728	宜寧	宜寧 南
ITKC_MI_0942A	검재집	儉齋集	김유	金楺	1653	1719	淸風	淸風 金
ITKC_MI_0943A	기봉집	碁峯集	남정중	南正重	1653	1704	宜寧	宜寧 南
ITKC_MI_0944A	동계집	東溪集	박태순	朴泰淳	1653	1704	潘南	潘南 朴
ITKC_MI_0945A	회은집	晦隱集	남학명	南鶴鳴	1654	1722	宜寧	宜寧 南
ITKC_MI_0946A	통허재집	洞虛齋集	성헌징	成獻徵	1654	1676	昌寧	昌寧 成
ITKC_MI_0947A	오재집	寤齋集	조정만	趙正萬	1656	1739	林川	林川 趙
ITKC_MI_0948A	자유헌집	自濡軒集	이만백	李萬白	1656	1716	驪州	驪州 李
ITKC_MI_0949A	탄촌유고	灘村遺稿	권구	權絿	1658	1730	安東	安東 權
ITKC_MI_0950A	모주집	茅洲集	김시보	金時保	1658	1734	安東	安東 金
ITKC_MI_0951A	추담집	秋潭集	성만징	成晩徵	1659	1711	昌寧	昌寧 成
ITKC_MI_0952A	역옹유고	櫟翁遺稿	이정신	李正臣	1660	1727	延安	延安 李
ITKC_MI_0953A	함계집	涵溪集	정석달	鄭碩達	1660	1720	迎日	迎日 鄭
ITKC_MI_0954A	만은유고	晩隱遺稿	홍주화	洪胄華	1660	1718	南陽	南陽 洪
ITKC_MI_0955A	우암집	寓庵集	남구명	南九明	1661	1719	英陽	英陽 南
ITKC_MI_0956A	눌헌집	訥軒集	서성구	徐聖耇	1663	1735	達城	達城 徐
ITKC_MI_0957A	홍도유고	弘道遺稿	이서	李溆	1662	1723	驪州	驪州 李
ITKC_MI_0958A	창사집	昌舍集	손명래	孫命來	1664	1722	密陽	密陽 孫
ITKC_MI_0959A	후계집	后溪集	조유수	趙裕壽	1663	1741	豐壤	豐壤 趙
ITKC_MI_0960A	박정자유고	朴正字遺稿	박태한	朴泰漢	1664	1697	高靈	高靈 朴
ITKC_MI_0961A	삼수헌고	三秀軒稿	이하조	李賀朝	1664	1700	延安	延安 李
ITKC_MI_0962A	화암집	和菴集	신성하	申聖夏	1665	1736	平山	平山 申
ITKC_MI_0963A	택재유타	澤齋遺唾	김창립	金昌立	1666	1683	安東	安東 金
ITKC_MI_0964A	묵암집	黙庵集	신구	申球	1666	1734	平山	平山 申
ITKC_MI_0965A	유회당집	有懷堂集	권이진	權以鎭	1668	1734	安東	安東 權
ITKC_MI_0966A	고재집	顧齋集	이만	李	1669	1734	載寧	載寧 李
ITKC_MI_0967A	운와집	芸窩集	홍중성	洪重聖	1668	1735	豐山	豐山 洪
ITKC_MI_0968A	용포집	龍浦集	이유	李濰	1669	1742	驪州	驪州 李
ITKC_MI_0969A	사천시초	槎川詩抄	이병연	李秉淵	1671	1751	韓山	韓山 李
ITKC_MI_0970A	포헌집	逋軒集	권덕수	權德秀	1672	1759	安東	安東 權
ITKC_MI_0971A	화은집	和隱集	이시항	李時恒	1672	1736	遂安	遂安 李
ITKC_MI_0972A	모계집	茅溪集	이명배	李命培	1672	1736	載寧	載寧 李
ITKC_MI_0973A	필운고	弼雲稿	김영행	金令行	1673	1745	安東	安東 金
ITKC_MI_0974A	지족당집	知足堂集	권만두	權萬斗	1674	1753	安東	安東 權
ITKC_MI_0975A	우계집	雨溪集	김명석	金命錫	1675	1762	義城	義城 金
ITKC_MI_0976A	기옹집	寄翁集	남한기	南漢紀	1675	1748	宜寧	宜寧 南
ITKC_MI_0977A	순암집	順菴集	이병성	李秉成	1675	1735	韓山	韓山 李
ITKC_MI_0978A	시암집	是庵集	임화세	任華世	1675	1731	豐川	豐川 任
ITKC_MI_0979A	서계집	西溪集	박태무	朴泰茂	1677	1756	泰安	泰安 朴
ITKC_MI_0980A	졸은유고	拙隱遺稿	이한보	李漢輔	1675	1748	全州	全州 李
ITKC_MI_0981A	정암집	正菴集	이현익	李顯益	1678	1717	全州	全州 李
ITKC_MI_0982A	추암집	KC01783菴集	김하구	金夏九	1676	1762	遂安	遂安 金
ITKC_MI_0983A	절곡집	節谷集	김시관	金時觀	1677	1740	安東	安東 金
ITKC_MI_0984A	청대집	淸臺集	권상일	權相一	1679	1759	安東	安東 權
ITKC_MI_0985A	죽헌집	竹軒集	김민택	金民澤	1678	1722	光山	光山 金
ITKC_MI_0986A	퇴암집	退庵集	권중도	權重道	1680	1722	安東	安東 權
ITKC_MI_0987A	몽오재집	夢悟齋集	심상정	沈尙鼎	1680	1721	靑松	靑松 沈
ITKC_MI_0988A	용와집	慵窩集	유승현	柳升鉉	1680	1746	全州	全州 柳
ITKC_MI_0989A	동포집	東圃集	김시민	金時敏	1681	1747	安東	安東 金
ITKC_MI_0990A	응재집	凝齋集	이희지	李喜之	1681	1722	全州	全州 李
ITKC_MI_0991A	학당유고	鶴塘遺稿	조상경	趙尙絅	1681	1746	豐壤	豐壤 趙
ITKC_MI_0992A	송와집	松窩集	안명하	安命夏	1682	1752	廣州	廣州 安
ITKC_MI_0993A	서주집	西州集	조하망	曺夏望	1682	1747	昌寧	昌寧 曺
ITKC_MI_0994A	화재집	華齋集	황익재	黃翼再	1682	1747	長水	長水 黃
ITKC_MI_0995A	박담옹집	朴澹翁集	박창원	朴昌元	1683	1753	密陽	密陽 朴
ITKC_MI_0996A	학고집	鶴臯集	김이만	金履萬	1683	1758	禮安	禮安 金
ITKC_MI_0997A	회와집	悔窩集	안중관	安重觀	1683	1752	順興	順興 安
ITKC_MI_0998A	명암집	明庵集	정식	鄭栻	1683	1746	海州	海州 鄭
ITKC_MI_0999A	청령자유고	淸泠子遺稿	최수철	崔守哲	1683	1712	全州	全州 崔
ITKC_MI_1000A	백남집	白南集	김시빈	金始鑌	1684	1729	咸昌	咸昌 金
ITKC_MI_1001A	퇴어당유고	退漁堂遺稿	김진상	金鎭商	1684	1755	光山	光山 金
ITKC_MI_1002A	봉암집	鳳巖集	한몽린	韓夢麟	1684	1762	淸州	淸州 韓
ITKC_MI_1003A	노은집	老隱集	임적	任適	1685	1728	豐川	豐川 任
ITKC_MI_1004A	둔암집	屯菴集	신방	申昉	1686	1736	平山	平山 申
ITKC_MI_1005A	매산집	梅山集	정중기	鄭重器	1685	1757	迎日	迎日 鄭
ITKC_MI_1006A	관아재고	觀我齋稿	조영석	趙榮祏	1686	1761	咸安	咸安 趙
ITKC_MI_1007A	목곡집	牧谷集	이기진	李箕鎭	1687	1755	德水	德水 李
ITKC_MI_1008A	관수재유고	觀水齋遺稿	홍계영	洪啓英	1687	1705	南陽	南陽 洪
ITKC_MI_1009A	모헌집	慕軒集	강필신	姜必愼	1687	1756	晉州	晉州 姜
ITKC_MI_1010A	화계집	花溪集	유의건	柳宜健	1687	1760	瑞山	瑞山 柳
ITKC_MI_1011A	동계유고	東溪遺稿	이영보	李英輔	1687	1747	延安	延安 李
ITKC_MI_1012A	서재집	西齋集	임징하	任徵夏	1687	1730	豐川	豐川 任
ITKC_MI_1013A	퇴헌유고	退軒遺稿	서종급	徐宗伋	1688	1762	大丘	大丘 徐
ITKC_MI_1014A	황고집	黃臯集	신수이	愼守彝	1688	1768	居昌	居昌 愼
ITKC_MI_1015A	석문집	石門集	윤봉오	尹鳳五	1688	1769	坡平	坡平 尹
ITKC_MI_1016A	국포집	菊圃集	강박	姜樸	1690	1742	晉州	晉州 姜
ITKC_MI_1017A	일암집	一菴集	이기지	李器之	1690	1722	全州	全州 李
ITKC_MI_1018A	이치재집	二恥齋集	신정모	申正模	1691	1742	鵝洲	鵝洲 申
ITKC_MI_1019A	한송재집	寒松齋集	심사주	沈師周	1691	1757	靑松	靑松 沈
ITKC_MI_1020A	두기시집	杜機詩集	최성대	崔成大	1691	1762	全州	全州 崔
ITKC_MI_1021A	지암유고	止庵遺稿	이철보	李喆輔	1691	1770	延安	延安 李
ITKC_MI_1022A	사촌집	沙村集	김치후	金致垕	1691	1742	淸風	淸風 金
ITKC_MI_1023A	명고집	鳴臯集	정간	鄭榦	1692	1757	迎日	迎日 鄭
ITKC_MI_1024A	모산유고	慕山遺稿	권혜	權寭	1693	1747	安東	安東 權
ITKC_MI_1025A	증소집	橧巢集	김신겸	金信謙	1693	1738	安東	安東 金
ITKC_MI_1026A	청벽집	靑壁集	이수연	李守淵	1693	1748	眞寶	眞寶 李
ITKC_MI_1027A	우천집	牛川集	정옥	鄭玉	1694	1760	淸州	淸州 鄭
ITKC_MI_1028A	전긍재집	戰兢齋集	김서일	金瑞一	1694	1780	豐山	豐山 金
ITKC_MI_1029A	정좌와집	靜坐窩集	심조	沈潮	1694	1756	靑松	靑松 沈
ITKC_MI_1030A	우원집	愚園集	임성원	林聲遠	1695		會津	會津 林
ITKC_MI_1031A	만모유고	晩慕遺稿	정기안	鄭基安	1695	1775	溫陽	溫陽 鄭
ITKC_MI_1032A	이안당집	易安堂集	조천경	趙天經	1695	1776	豐壤	豐壤 趙
ITKC_MI_1033A	태화자고	太華子稿	남유상	南有常	1696	1728	宜寧	宜寧 南
ITKC_MI_1034A	겸산집	兼山集	유숙기	兪肅基	1696	1752	杞溪	杞溪 兪
ITKC_MI_1035A	하정집	芐亭集	이덕주	李德胄	1696	1751	全州	全州 李
ITKC_MI_1036A	비수재집	賁需齋集	강규환	姜奎煥	1697	1731	晉州	晉州 姜
ITKC_MI_1037A	한천유고	寒泉遺稿	정민교	鄭敏僑	1697	1731	昌寧	昌寧 鄭
ITKC_MI_1038A	남촌집	南村集	송이석	宋履錫	1698	1782	冶爐	冶爐 宋
ITKC_MI_1039A	창하집	蒼霞集	원경하	元景夏	1698	1761	原州	原州 元
ITKC_MI_1040A	약헌유집	藥軒遺集	서종화	徐宗華	1700	1748	大邱	大邱 徐
ITKC_MI_1041A	이봉집	夷峯集	황후간	黃後榦	1700	1773	昌原	昌原 黃
ITKC_MI_1042A	후암집	厚庵集	권렴	權濂	1701	1781	安東	安東 權
ITKC_MI_1043A	백수집	白水集	양응수	楊應秀	1700	1767	南原	南原 楊
ITKC_MI_1044A	이택재유고	麗澤齋遺稿	권재운	權載運	1701	1778	安東	安東 權
ITKC_MI_1045A	동강유고	桐江遺稿	이석	李	1701	1759	德水	德水 李
ITKC_MI_1046A	송호집	松湖集	유언술	兪彦述	1703	1773	杞溪	杞溪 兪
ITKC_MI_1047A	봉곡계찰방유집	鳳谷桂察訪遺集	계덕해	桂德海	1708	1775	遂安	遂安 桂
ITKC_MI_1048A	활산집	活山集	남용만	南龍萬	1709	1784	英陽	英陽 南
ITKC_MI_1049A	팔우헌집	八友軒集	조보양	趙普陽	1709	1788	漢陽	漢陽 趙
ITKC_MI_1050A	평암집	平庵集	권정침	權正忱	1710	1767	安東	安東 權
ITKC_MI_1051A	창암집	蒼巖集	김상채	金尙彩	1710		安山	安山 金
ITKC_MI_1052A	만옹집	晩翁集	서명서	徐命瑞	1711	1795	大丘	大丘 徐
ITKC_MI_1053A	하지유집	下枝遺集	이상진	李象辰	1710	1772	禮安	禮安 李
ITKC_MI_1054A	누실집	陋室集	이중연	李重延	1711	1794	眞寶	眞寶 李
ITKC_MI_1055A	봉록집	鳳麓集	김이곤	金履坤	1712	1774	安東	安東 金
ITKC_MI_1056A	농수집	農叟集	최천익	崔天翼	1712	1779	興海	興海 崔
ITKC_MI_1057A	표암고	豹菴稿	강세황	姜世晃	1713	1791	晉州	晉州 姜
ITKC_MI_1058A	진명집	震溟集	권헌	權攇	1713	1770	安東	安東 權
ITKC_MI_1059A	용재집	庸齋集	김근행	金謹行	1713	1784	安東	安東 金
ITKC_MI_1060A	이호유고	梨湖遺稿	김시탁	金時鐸	1713	1751	德水	德水 金
ITKC_MI_1061A	이계집	尼溪集	박내오	朴來吾	1713	1785	密陽	密陽 朴
ITKC_MI_1062A	단릉유고	丹陵遺稿	이윤영	李胤永	1714	1759	韓山	韓山 李
ITKC_MI_1063A	유심재집	有心齋集	이화보	李和甫	1714	1781	全州	全州 李
ITKC_MI_1064A	쌍백당유고	雙柏堂遺稿	임광택	林光澤	1714	1799	寶城	寶城 林
ITKC_MI_1065A	위암집	韋庵集	이최중	李最中	1715	1784	全州	全州 李
ITKC_MI_1066A	밀암집	密菴集	김지행	金砥行	1716	1774	安東	安東 金
ITKC_MI_1067A	나와집	懶窩集	기언정	奇彦鼎	1716	1797	幸州	幸州 奇
ITKC_MI_1068A	경현재집	警弦齋集	강세진	姜世晉	1717	1786	晉州	晉州 姜
ITKC_MI_1069A	해악집	海嶽集	이명환	李明煥	1718	1764	全州	全州 李
ITKC_MI_1070A	성당집	性堂集	정혁신	鄭赫臣	1719	1793	慶州	慶州 鄭
ITKC_MI_1071A	반포유고	伴圃遺稿	김광익	金光翼	1721	1772	金海	金海 金
ITKC_MI_1072A	윤지당유고	允摯堂遺稿	임윤지당	任允摯堂	1721	1793	豐川	豐川 任
ITKC_MI_1073A	추담집	秋潭集	고유	高裕	1722	1779	開城	開城 高
ITKC_MI_1074A	석당유고	石堂遺稿	김상정	金相定	1722	1788	光山	光山 金
ITKC_MI_1075A	후산집	后山集	이종수	李宗洙	1722	1797	眞寶	眞寶 李
ITKC_MI_1076A	운계만고	雲溪漫稿	김종정	金鍾正	1722	1787	淸風	淸風 金
ITKC_MI_1077A	약재집	約齋集	권병	權炳	1723	1772	安東	安東 權
ITKC_MI_1078A	천사집	川沙集	김종덕	金宗德	1724	1797	安東	安東 金
ITKC_MI_1079A	태을암집	太乙菴集	신국빈	申國賓	1724	1799	平山	平山 申
ITKC_MI_1080A	동암집	東巖集	유장원	柳長源	1724	1796	全州	全州 柳
ITKC_MI_1081A	운재유고	雲齋遺稿	이중경	李重慶	1724	1754	眞寶	眞寶 李
ITKC_MI_1082A	제헌집	霽軒集	심정진	沈定鎭	1725	1786	靑松	靑松 沈
ITKC_MI_1083A	노우집	魯宇集	정충필	鄭忠弼	1725	1789	迎日	迎日 鄭
ITKC_MI_1084A	퇴헌집	退軒集	조영순	趙榮順	1725	1775	楊州	楊州 趙
ITKC_MI_1085A	오산집	梧山集	서창재	徐昌載	1726	1781	達城	達城 徐
ITKC_MI_1086A	소암집	素巖集	김진동	金鎭東	1727	1800	義城	義城 金
ITKC_MI_1087A	여와집	餘窩集	목만중	睦萬中	1727	1810	泗川	泗川 睦
ITKC_MI_1088A	운호집	雲湖集	임정주	任靖周	1727	1796	豐川	豐川 任
ITKC_MI_1089A	동계유고	東溪遺稿	최윤창	崔潤昌	1727		忠州	忠州 崔
ITKC_MI_1090A	우고집	雨皐集	김도행	金道行	1728	1812	義城	義城 金
ITKC_MI_1091A	최와집	最窩集	김규오	金奎五	1729	1791	咸昌	咸昌 金
ITKC_MI_1092A	두암집	斗庵集	김약련	金若鍊	1730	1802	禮安	禮安 金
ITKC_MI_1093A	소미산방장	少眉山房藏	이삼환	李森煥	1729	1813	驪州	驪州 李
ITKC_MI_1094A	만곡집	晩谷集	조술도	趙述道	1729	1803	漢陽	漢陽 趙
ITKC_MI_1095A	임여재집	臨汝齋集	유규	柳	1730	1808	豐山	豐山 柳
ITKC_MI_1096A	묵산집	默山集	남기만	南基萬	1730	1796	英陽	英陽 南
ITKC_MI_1097A	오룡재유고	五龍齋遺稿	남명학	南溟學	1731	1798	宜寧	宜寧 南
ITKC_MI_1098A	회병집	晦屛集	신체인	申體仁	1731	1812	鵝洲	鵝洲 申
ITKC_MI_1099A	나산집	蘿山集	조유선	趙有善	1731	1809	稷山	稷山 趙
ITKC_MI_1100A	이재집	頤齋集	이의숙	李義肅	1733	1805	全州	全州 李
ITKC_MI_1101A	동야집	東埜集	김양근	金養根	1734	1799	安東	安東 金
ITKC_MI_1102A	국헌집	菊軒集	소시만	蘇始萬	1734	1765	晉州	晉州 蘇
ITKC_MI_1103A	만취정유고	晩翠亭遺稿	박영석	朴永錫	1735	1801	全州	全州 朴
ITKC_MI_1104A	탁계집	濯溪集	김상진	金相進	1736	1811	金陵	金陵 金
ITKC_MI_1105A	검암산인시집	儉巖山人詩集	범경문	范慶文	1738	1801	錦城	錦城 范
ITKC_MI_1106A	덕봉집	德峯集	이진택	李鎭宅	1738	1805	慶州	慶州 李
ITKC_MI_1107A	구와집	龜窩集	김굉	金㙆	1739	1816	義城	義城 金
ITKC_MI_1108A	두와집	蠹窩集	최흥벽	崔興璧	1739	1812	慶州	慶州 崔
ITKC_MI_1109A	구암집	懼庵集	이수인	李樹仁	1739	1822	淸安	淸安 李
ITKC_MI_1110A	면암집	俛庵集	이우	李㙖	1739	1810	韓山	韓山 李
ITKC_MI_1111A	가정유고	柯汀遺稿	조진관	趙鎭寬	1739	1808	豐壤	豐壤 趙
ITKC_MI_1112A	치서집	菑墅集	한경의	韓敬儀	1739	1821	淸州	淸州 韓
ITKC_MI_1113A	학림집	鶴林集	권방	權訪	1740	1808	安東	安東 權
ITKC_MI_1114A	지애집	芝厓集	정위	鄭煒	1740	1811	淸州	淸州 鄭
ITKC_MI_1115A	전암집	典庵集	강정환	姜鼎煥	1741	1816	晉州	晉州 姜
ITKC_MI_1116A	가암유고	可庵遺稿	김귀주	金龜柱	1740	1786	慶州	慶州 金
ITKC_MI_1117A	안와유고	安窩遺稿	홍낙인	洪樂仁	1729	1777	豐山	豐山 洪
ITKC_MI_1118A	제암집	濟庵集	김종섭	金宗燮	1743	1791	安東	安東 金
ITKC_MI_1119A	우원집	尤園集	이정국	李楨國	1743	1807	禮安	禮安 李
ITKC_MI_1120A	손재집	損齋集	남한조	南漢朝	1744	1809	宜寧	宜寧 南
ITKC_MI_1121A	호곡집	壺谷集	유범휴	柳範休	1744	1823	全州	全州 柳
ITKC_MI_1122A	사헌집	思軒集	정내성	鄭來成	1744	1835	淸州	淸州 鄭
ITKC_MI_1123A	태호집	太湖集	홍원섭	洪元燮	1744	1807	南陽	南陽 洪
ITKC_MI_1124A	정와집	貞窩集	황용한	黃龍漢	1744	1818	昌原	昌原 黃
ITKC_MI_1125A	구암집	龜巖集	이원배	李元培	1745	1802	公州	公州 李
ITKC_MI_1126A	화천집	華泉集	이채	李采	1745	1820	牛峯	牛峯 李
ITKC_MI_1127A	치암집	癡庵集	남경희	南景羲	1748	1812	英陽	英陽 南
ITKC_MI_1128A	박옹시초	泊翁詩鈔	이명오	李明五	1750	1836	全州	全州 李
ITKC_MI_1129A	열암집	悅菴集	하시찬	夏時贊	1750	1828	達城	達城 夏
ITKC_MI_1130A	화산집	華山集	정규한	鄭奎漢	1751	1824	長鬐	長鬐 鄭
ITKC_MI_1131A	광뢰집	廣瀨集	이야순	李野淳	1755	1831	眞城	眞城 李
ITKC_MI_1132A	눌암집	訥菴集	박지서	朴旨瑞	1754	1819	泰安	泰安 朴
ITKC_MI_1133A	궁오집	窮悟集	임천상	任天常	1754	1822	豐川	豐川 任
ITKC_MI_1134A	근와집	近窩集	유식	柳栻	1755	1822	晉州	晉州 柳
ITKC_MI_1135A	족수당집	足睡堂集	홍인모	洪仁謨	1755	1812	豐山	豐山 洪
ITKC_MI_1136A	일엄유고	一广遺稿	김상일	金相日	1756	1822	光山	光山 金
ITKC_MI_1137A	산목헌집	山木軒集	김희순	金羲淳	1757	1821	安東	安東 金
ITKC_MI_1138A	신야집	新野集	이인행	李仁行	1758	1833	眞城	眞城 李
ITKC_MI_1139A	현와집	弦窩集	윤동야	尹東野	1757	1827	坡平	坡平 尹
ITKC_MI_1140A	학포헌집	學圃軒集	서경창	徐慶昌	1758		全州	全州 徐
ITKC_MI_1141A	괴담유고	槐潭遺稿	배상열	裵相說	1759	1789	興海	興海 裵
ITKC_MI_1142A	갈천집	葛川集	김희주	金熙周	1760	1830	義城	義城 金
ITKC_MI_1143A	성재집	誠齋集	남한호	南漢皜	1760	1821	宜寧	宜寧 南
ITKC_MI_1144A	도계유고	陶溪遺稿	윤홍규	尹弘圭	1760	1826	坡平	坡平 尹
ITKC_MI_1145A	좌소산인집	左蘇山人集	서유본	徐有本	1762	1822	大邱	大邱 徐
ITKC_MI_1146A	강고집	江皐集	유심춘	柳尋春	1762	1834	豐山	豐山 柳
ITKC_MI_1147A	수재유고	壽齋遺稿	이곤수	李崑秀	1762	1787	延安	延安 李
