ljo_kin_id	assoc_exam_type	성명	name	surname	ancestral_seat	choronym	assoc_exam_year	ljo_2017_id	length
PSa_1573_005748_H1	SA	민인현	閔仁賢	閔	驪興	驪興 閔	1573		4
PSa_1573_005748_H2	SA	민인영	閔仁榮	閔	驪興	驪興 閔	1573		4
PSa_1573_005749_A1	SA	유세봉	柳世鳳	柳	全州	全州 柳	1573		4
PSa_1573_005749_G1	SA	유언	柳堰	柳	全州	全州 柳	1573		4
PSa_1573_005750_A1	SA	허사흠	許思欽	許	陽川	陽川 許	1573		4
PSa_1573_005750_G1	SA	허절	許㦢	許	陽川	陽川 許	1573	PS2_1573_005927	4
PSa_1573_005750_H1	SA	허선	許㦏	許	陽川	陽川 許	1573		4
PSa_1573_005751_A1	SA	신팽령	申彭齡	申	鵝洲	鵝洲 申	1573		4
PSa_1573_005751_H1	SA	신로	申櫓	申	鵝洲	鵝洲 申	1573		4
PSa_1573_005751_H2	SA	신회	申檜	申	鵝洲	鵝洲 申	1573		4
PSa_1573_005751_H3	SA	신건	申楗	申	鵝洲	鵝洲 申	1573		4
PSa_1573_005752_A1	SA	김윤건	金胤乾	金	羅州	羅州 金	1573		4
PSa_1573_005752_H1	SA	김승로	金承老	金	羅州	羅州 金	1573		4
PSa_1573_005752_H2	SA	김인로	金仁老	金	羅州	羅州 金	1573		4
PSa_1573_005753_A1	SA	권대기	權大器	權	安東	安東 權	1573	PS1_1552_004233	4
PSa_1573_005753_H1	SA	권굉	權宏	權	安東	安東 權	1573	PS1_1603_007170	4
PSa_1573_005753_H2	SA	권성	權宬	權	安東	安東 權	1573	PS1_1605_007354	4
PSa_1573_005753_H3	SA	권환	權寏	權	安東	安東 權	1573	PS1_1610_008005	4
PSa_1573_005753_H4	SA	권면	權𡩄	權	安東	安東 權	1573		4
PSa_1573_005754_A1	SA	박양좌	朴良佐	朴	順天	順天 朴	1573	PS2_1561_004863	4
PSa_1573_005754_G1	SA	박이문	朴而文	朴	順天	順天 朴	1573	PS2_1568_005503	4
PSa_1573_005755_A1	SA	남신신	南藎臣	南	英陽	英陽 南	1573		4
PSa_1573_005755_G1	SA	남치원	南致元	南	英陽	英陽 南	1573		4
PSa_1573_005755_H1	SA	남치리	南致利	南	英陽	英陽 南	1573		4
PSa_1573_005755_H2	SA	남치정	南致貞	南	英陽	英陽 南	1573		4
PSa_1573_005756_A1	SA	한기	韓旣	韓	淸州	淸州 韓	1573		4
PSa_1573_005756_G1	SA	한극겸	韓克謙	韓	淸州	淸州 韓	1573		4
PSa_1573_005756_G2	SA	한극함	韓克諴	韓	淸州	淸州 韓	1573		4
PSa_1573_005756_H1	SA	한극양	韓克讓	韓	淸州	淸州 韓	1573		4
PSa_1573_005757_A1	SA	유형필	柳亨弼	柳	晉州[移]	晉州[移] 柳	1573		7
PSa_1573_005757_G1	SA	유밀	柳謐	柳	晉州[移]	晉州[移] 柳	1573	PS1_1564_005006	7
PSa_1573_005757_H1	SA	유눌	柳訥	柳	晉州[移]	晉州[移] 柳	1573		7
PSa_1573_005758_A1	SA	최정	崔挺	崔	朔寧	朔寧 崔	1573		4
PSa_1573_005759_A1	SA	박수의	朴守義	朴	沔川	沔川 朴	1573		4
PSa_1573_005759_G1	SA	박여직	朴汝稷	朴	沔川	沔川 朴	1573		4
PSa_1573_005760_A1	SA	정이주	鄭以周	鄭	光州	光州 鄭	1573	PS1_1558_004575	4
PSa_1573_005760_H1	SA	정명호	鄭明湖	鄭	光州	光州 鄭	1573	PMn_1580_004030	4
PSa_1573_005760_H2	SA	정운호	鄭雲湖	鄭	光州	光州 鄭	1573	PS1_1588_006825	4
PSa_1573_005761_A1	SA	이인홍	李仁弘	李	益州	益州 李	1573		4
PSa_1573_005761_H1	SA	이수성	李守性	李	益州	益州 李	1573		4
PSa_1573_005762_A1	SA	최언룡	崔彦龍	崔	慶州	慶州 崔	1573		4
PSa_1573_005762_A2	SA	최언호	崔彦虎	崔	慶州	慶州 崔	1573		4
PSa_1573_005762_G1	SA	최덕란	崔德蘭	崔	慶州	慶州 崔	1573		4
PSa_1573_005762_G2	SA	최덕남	崔德男	崔	慶州	慶州 崔	1573		4
PSa_1573_005763_A1	SA	정몽정	鄭夢禎	鄭	慶州	慶州 鄭	1573		4
PSa_1573_005763_G1	SA	정원	鄭源	鄭	慶州	慶州 鄭	1573		4
PSa_1573_005763_G2	SA	정위	鄭渭	鄭	慶州	慶州 鄭	1573		4
PSa_1573_005764_A1	SA	유강	柳堈	柳	文化	文化 柳	1573		4
PSa_1573_005765_A1	SA	문오	文鼇	文	開寧	開寧 文	1573		4
PSa_1573_005765_H1	SA	문선교	文善敎	文	開寧	開寧 文	1573		4
PSa_1573_005765_H2	SA	문명교	文名敎	文	開寧	開寧 文	1573		4
PSa_1573_005766_A1	SA	이윤창	李允昌	李	杞溪	杞溪 李	1573		4
PSa_1573_005766_H1	SA	이대복	李大復	李	杞溪	杞溪 李	1573		4
PSa_1573_005767_A1	SA	김안절	金安節	金	善山	善山 金	1573		4
PSa_1573_005767_G1	SA	김근	金近	金	善山	善山 金	1573		4
PSa_1573_005767_H1	SA	김일	金逸	金	善山	善山 金	1573		4
PSa_1573_005768_A1	SA	노형숙	盧亨叔	盧	交河	交河 盧	1573		4
PSa_1573_005768_G1	SA	노언규	盧彦珪	盧	交河	交河 盧	1573	PS2_1555_004507	4
PSa_1573_005769_A1	SA	이정	李貞	李	德水	德水 李	1573		4
PSa_1573_005769_G1	SA	이희신	李羲臣	李	德水	德水 李	1573		4
PSa_1573_005769_G2	SA	이순신	李舜臣	李	德水	德水 李	1573		4
PSa_1573_005769_G3	SA	이우신	李禹臣	李	德水	德水 李	1573		4
PSa_1573_005770_A1	SA	노수함	盧守諴	盧	安康	安康 盧	1573		4
PSa_1573_005770_G1	SA	노경준	盧景俊	盧	安康	安康 盧	1573		4
PSa_1573_005770_G2	SA	노경임	盧景任	盧	安康	安康 盧	1573		4
PSa_1573_005771_A1	SA	유필홍	兪必弘	兪	昌原	昌原 兪	1573	PS1_1546_003757	4
PSa_1573_005771_G1	SA	유급	兪汲	兪	昌原	昌原 兪	1573		4
PSa_1573_005771_H1	SA	유열	兪洌	兪	昌原	昌原 兪	1573		4
PSa_1573_005771_H2	SA	유협	兪浹	兪	昌原	昌原 兪	1573		4
PSa_1573_005771_H3	SA	유발	兪潑	兪	昌原	昌原 兪	1573		4
PSa_1573_005772_A1	SA	임옥	林沃	林	長興	長興 林	1573		4
PSa_1573_005772_G1	SA	임우춘	林遇春	林	長興	長興 林	1573		4
PSa_1573_005773_A1	SA	김응수	金應壽	金	金海	金海 金	1573		4
PSa_1573_005774_A1	SA	이언순	李彦諄	李	全州	全州 李	1573		4
PSa_1573_005774_G1	SA	이각	李覺	李	全州	全州 李	1573	PS2_1567_005336	4
PSa_1573_005774_H1	SA	이관	李寬	李	全州	全州 李	1573		4
PSa_1573_005774_H2	SA	이영	李覮	李	全州	全州 李	1573	PS2_1579_006291	4
PSa_1573_005775_A1	SA	유연	柳埏	柳	全州	全州 柳	1573		4
PSa_1573_005775_G1	SA	유영겸	柳永謙	柳	全州	全州 柳	1573	PS2_1582_006497	4
PSa_1573_005775_G2	SA	유영근	柳永謹	柳	全州	全州 柳	1573	PS1_1582_006348	4
PSa_1573_005776_A1	SA	이탕	李宕	李	慶州	慶州 李	1573	PS1_1534_003154	4
PSa_1573_005776_G1	SA	이정함	李廷馠	李	慶州	慶州 李	1573	PS1_1558_004558	4
PSa_1573_005776_G2	SA	이정암	李廷馣	李	慶州	慶州 李	1573	PS2_1558_004657	4
PSa_1573_005776_G3	SA	이정형	李廷馨	李	慶州	慶州 李	1573	PS1_1567_005162	4
PSa_1573_005776_H1	SA	이정온	李廷馧	李	慶州	慶州 李	1573		4
PSa_1573_005776_H2	SA	이정혐	李廷馦	李	慶州	慶州 李	1573	PS2_1588_006875	4
PSa_1573_005776_H3	SA	이정봉	李廷𩡇	李	慶州	慶州 李	1573		4
PSa_1573_005777_A1	SA	조세명	曹世明	曹	玉川	玉川 曹	1573		4
PSa_1573_005777_G1	SA	조굉중	曹閎中	曹	玉川	玉川 曹	1573		4
PSa_1573_005777_G2	SA	조경중	曹景中	曹	玉川	玉川 曹	1573	PS1_1561_004779	4
PSa_1573_005777_H1	SA	조대중	曹大中	曹	玉川	玉川 曹	1573		4
PSa_1573_005778_A1	SA	심전	沈銓	沈	靑松	靑松 沈	1573	PS1_1543_003563	4
PSa_1573_005778_G1	SA	심우선	沈友善	沈	靑松	靑松 沈	1573	PS1_1564_004971	4
PSa_1573_005778_G2	SA	심우준	沈友俊	沈	靑松	靑松 沈	1573	PS2_1564_005078	4
PSa_1573_005778_H1	SA	심우순	沈友醇	沈	靑松	靑松 沈	1573		4
PSa_1573_005779_A1	SA	조세걸	趙世傑	趙	平山	平山 趙	1573		4
PSa_1573_005780_A1	SA	한중해	韓中海	韓	新平	新平 韓	1573		4
PSa_1573_005780_G1	SA	한순신	韓舜臣	韓	新平	新平 韓	1573		4
PSa_1573_005781_A1	SA	정유건	鄭惟謇	鄭	河東	河東 鄭	1573	PS1_1552_004175	4
PSa_1573_005781_G1	SA	정진	鄭震	鄭	河東	河東 鄭	1573		4
PSa_1573_005781_G2	SA	정주	鄭霔	鄭	河東	河東 鄭	1573		4
PSa_1573_005781_H1	SA	정방	鄭霶	鄭	河東	河東 鄭	1573		4
PSa_1573_005782_A1	SA	안방길	安方吉	安	竹山[舊]	竹山[舊] 安	1573		7
PSa_1573_005782_H1	SA	안일	安馹	安	竹山[舊]	竹山[舊] 安	1573		7
PSa_1573_005783_A1	SA	정거	鄭琚	鄭	迎日	迎日 鄭	1573	PS1_1549_003962	4
PSa_1573_005783_H1	SA	정삼근	鄭三近	鄭	迎日	迎日 鄭	1573		4
PSa_1573_005784_A1	SA	김광	金光	金	扶寧	扶寧 金	1573		4
PSa_1573_005784_G1	SA	김진복	金震福	金	扶寧	扶寧 金	1573		4
PSa_1573_005784_H1	SA	김익복	金益福	金	扶寧	扶寧 金	1573	PS1_1573_005746	4
PSa_1573_005784_H2	SA	김태복	金泰福	金	扶寧	扶寧 金	1573	PS1_1585_006625	4
PSa_1573_005784_H3	SA	김정복	金鼎福	金	扶寧	扶寧 金	1573	PS2_1589_042565	4
PSa_1573_005784_H4	SA	김이복	金履福	金	扶寧	扶寧 金	1573		4
PSa_1573_005785_A1	SA	유언	柳堰	柳	瑞山	瑞山 柳	1573		4
PSa_1573_005785_G1	SA	유응춘	柳應春	柳	瑞山	瑞山 柳	1573		4
PSa_1573_005786_A1	SA	지세함	池世涵	池	忠州	忠州 池	1573		4
PSa_1573_005786_H1	SA	지운해	池雲海	池	忠州	忠州 池	1573		4
PSa_1573_005786_H2	SA	지문해	池文海	池	忠州	忠州 池	1573		4
PSa_1573_005787_A1	SA	박정수	朴貞秀	朴	密陽	密陽 朴	1573		4
PSa_1573_005787_H1	SA	박효충	朴孝忠	朴	密陽	密陽 朴	1573		4
PSa_1573_005787_H2	SA	박효공	朴孝恭	朴	密陽	密陽 朴	1573		4
PSa_1573_005787_H3	SA	박효온	朴孝溫	朴	密陽	密陽 朴	1573		4
PSa_1573_005787_H4	SA	박효신	朴孝愼	朴	密陽	密陽 朴	1573	PS1_1588_006797	4
PSa_1573_005788_A1	SA	송사호	宋師顥	宋	冶爐	冶爐 宋	1573		4
PSa_1573_005788_G1	SA	송원도	宋遠度	宋	冶爐	冶爐 宋	1573		4
PSa_1573_005789_A1	SA	성수국	成壽國	成	昌寧	昌寧 成	1573		4
PSa_1573_005789_G1	SA	성식	成軾	成	昌寧	昌寧 成	1573	PS1_1564_004964	4
PSa_1573_005790_A1	SA	배무원	裵茂元	裵	星山	星山 裵	1573		4
PSa_1573_005790_H1	SA	배응곤	裵應袞	裵	星山	星山 裵	1573	PS1_1579_006182	4
PSa_1573_005790_H2	SA	배응진	裵應袗	裵	星山	星山 裵	1573		4
PSa_1573_005791_A1	SA	위인걸	魏仁傑	魏	長興	長興 魏	1573		4
PSa_1573_005791_H1	SA	위천보	魏天保	魏	長興	長興 魏	1573		4
PSa_1573_005792_A1	SA	윤규	尹圭	尹	原州	原州 尹	1573		4
PSa_1573_005792_H1	SA	윤대명	尹大鳴	尹	原州	原州 尹	1573		4
PSa_1573_005793_A1	SA	박호원	朴好元	朴	密陽	密陽 朴	1573	PS2_1546_003886	4
PSa_1573_005793_H1	SA	박구현	朴龜賢	朴	密陽	密陽 朴	1573		4
PSa_1573_005794_A1	SA	최윤	崔倫	崔	鳳山	鳳山 崔	1573		4
PSa_1573_005794_H1	SA	최여명	崔汝溟	崔	鳳山	鳳山 崔	1573		4
PSa_1573_005795_A1	SA	전수우	全守愚	全	天安	天安 全	1573		4
PSa_1573_005795_G1	SA	전명달	全明達	全	天安	天安 全	1573		4
PSa_1573_005796_A1	SA	나영걸	羅英傑	羅	壽城	壽城 羅	1573		4
PSa_1573_005796_G1	SA	나선문	羅善文	羅	壽城	壽城 羅	1573		4
PSa_1573_005796_H1	SA	나유문	羅有文	羅	壽城	壽城 羅	1573		4
PSa_1573_005797_A1	SA	이각	李慤	李	慶州	慶州 李	1573		4
PSa_1573_005798_A1	SA	송연복	宋延福	宋	礪山	礪山 宋	1573		4
PSa_1573_005798_H1	SA	송수	宋璲	宋	礪山	礪山 宋	1573		4
PSa_1573_005798_H2	SA	송기	宋琪	宋	礪山	礪山 宋	1573		4
PSa_1573_005798_H3	SA	송유	宋瑜	宋	礪山	礪山 宋	1573		4
PSa_1573_005798_H4	SA	송정	宋珽	宋	礪山	礪山 宋	1573		4
PSa_1573_005799_A1	SA	조욱	趙昱	趙	平壤	平壤 趙	1573		4
PSa_1573_005799_G1	SA	조공빈	趙孔賓	趙	平壤	平壤 趙	1573	PS1_1568_005392	4
PSa_1573_005800_A1	SA	신우증	愼友曾	愼	居昌	居昌 愼	1573		4
PSa_1573_005801_A1	SA	나린	羅潾	羅	安定	安定 羅	1573		4
PSa_1573_005802_A1	SA	안충로	安忠老	安	順興	順興 安	1573		4
PSa_1573_005802_H1	SA	안경정	安景禎	安	順興	順興 安	1573		4
PSa_1573_005803_A1	SA	성효관	成效寬	成	昌寧	昌寧 成	1573	PS2_1570_005727	4
PSa_1573_005803_H1	SA	성이근	成以勤	成	昌寧	昌寧 成	1573		4
PSa_1573_005803_H2	SA	성이민	成以敏	成	昌寧	昌寧 成	1573	PMn_1595_004462	4
PSa_1573_005804_A1	SA	김관석	金關石	金	義城	義城 金	1573		4
PSa_1573_005804_G1	SA	김담로	金聃老	金	義城	義城 金	1573		4
PSa_1573_005804_G2	SA	김담년	金聃年	金	義城	義城 金	1573		4
PSa_1573_005804_G3	SA	김담수	金聃壽	金	義城	義城 金	1573	PS1_1564_005029	4
PSa_1573_005805_A1	SA	유충록	柳忠祿	柳	文化	文化 柳	1573		4
PSa_1573_005805_H1	SA	유징	柳澂	柳	文化	文化 柳	1573	PS2_1591_041355	4
PSa_1573_005806_A1	SA	이주	李澍	李	延安	延安 李	1573		4
PSa_1573_005807_A1	SA	김생해	金生海	金	安東[新]	安東[新] 金	1573		7
PSa_1573_005807_G1	SA	김대효	金大孝	金	安東[新]	安東[新] 金	1573		7
PSa_1573_005807_H1	SA	김극효	金克孝	金	安東[新]	安東[新] 金	1573	PS2_1564_005081	7
PSa_1573_005808_A1	SA	임호	林浩	林	善山	善山 林	1573	PS1_1549_004026	4
PSa_1573_005808_H1	SA	임극신	林克愼	林	善山	善山 林	1573	PS2_1579_006328	4
PSa_1573_005809_A1	SA	금인	琴軔	琴	奉化	奉化 琴	1573	PS2_1540_003450	4
PSa_1573_005810_A1	SA	하숙	河淑	河	晉陽	晉陽 河	1573		4
PSa_1573_005810_G1	SA	하위보	河魏寶	河	晉陽	晉陽 河	1573	PS1_1558_004564	4
PSa_1573_005810_G2	SA	하진보	河晉寶	河	晉陽	晉陽 河	1573	PMn_1555_003416	4
PSa_1573_005811_A1	SA	이길	李洁	李	全州	全州 李	1573		4
PSa_1573_005811_G1	SA	이광춘	李光春	李	全州	全州 李	1573		4
PSa_1573_005811_G2	SA	이영춘	李榮春	李	全州	全州 李	1573	PS1_1561_004807	4
PSa_1573_005811_G3	SA	이희춘	李熙春	李	全州	全州 李	1573		4
PSa_1573_005811_H1	SA	이경춘	李慶春	李	全州	全州 李	1573		4
PSa_1573_005811_H2	SA	이정춘	李廷春	李	全州	全州 李	1573		4
PSa_1573_005812_A1	SA	정승선	鄭承先	鄭	海州	海州 鄭	1573		4
PSa_1573_005812_A2	SA	정승윤	鄭承尹	鄭	海州	海州 鄭	1573		4
PSa_1573_005812_G1	SA	정수충	鄭守忠	鄭	海州	海州 鄭	1573		4
PSa_1573_005813_A1	SA	채난종	蔡蘭宗	蔡	平康	平康 蔡	1573	PMn_1558_003453	4
PSa_1573_005813_H1	SA	채상선	蔡祥先	蔡	平康	平康 蔡	1573		4
PSa_1573_005813_H2	SA	채정선	蔡禎先	蔡	平康	平康 蔡	1573		4
PSa_1573_005813_H3	SA	채경선	蔡慶先	蔡	平康	平康 蔡	1573	PS2_1588_006855	4
PSa_1573_005814_A1	SA	서형	徐詗	徐	利川	利川 徐	1573		4
PSa_1573_005814_G1	SA	서선원	徐善元	徐	利川	利川 徐	1573		4
PSa_1573_005814_H1	SA	서예원	徐禮元	徐	利川	利川 徐	1573		4
PSa_1573_005815_A1	SA	기대정	奇大鼎	奇	幸州	幸州 奇	1573		4
PSa_1573_005815_H1	SA	기경례	奇敬禮	奇	幸州	幸州 奇	1573	PS1_1591_041247	4
PSa_1573_005815_H2	SA	기경신	奇敬信	奇	幸州	幸州 奇	1573		4
PSa_1573_005815_H3	SA	기경성	奇敬誠	奇	幸州	幸州 奇	1573		4
PSa_1573_005816_A1	SA	이구년	李龜年	李	陜川	陜川 李	1573		4
PSa_1573_005816_G1	SA	이연	李緣	李	陜川	陜川 李	1573		4
PSa_1573_005817_A1	SA	김희준	金希俊	金	咸昌	咸昌 金	1573		4
PSa_1573_005817_G1	SA	김구성	金九成	金	咸昌	咸昌 金	1573		4
PSa_1573_005817_H1	SA	김구공	金九功	金	咸昌	咸昌 金	1573		4
PSa_1573_005818_A1	SA	김진기	金震紀	金	安東[舊]	安東[舊] 金	1573	PS1_1540_003436	7
PSa_1573_005819_A1	SA	신천령	申千齡	申	鵝洲	鵝洲 申	1573		4
PSa_1573_005819_A2	SA	신팽령	申彭齡	申	鵝洲	鵝洲 申	1573		4
PSa_1573_005819_G1	SA	신역	申櫟	申	鵝洲	鵝洲 申	1573		4
PSa_1573_005819_H1	SA	신회	申檜	申	鵝洲	鵝洲 申	1573		4
PSa_1573_005819_H2	SA	신건	申楗	申	鵝洲	鵝洲 申	1573		4
PSa_1573_005820_A1	SA	이흥준	李興晙	李	韓山	韓山 李	1573		4
PSa_1573_005820_H1	SA	이혼	李渾	李	韓山	韓山 李	1573		4
PSa_1573_005821_A1	SA	이문정	李文井	李	眞城	眞城 李	1573		4
PSa_1573_005821_H1	SA	이선명	李善鳴	李	眞城	眞城 李	1573		4
PSa_1573_005822_A1	SA	정경례	鄭景禮	鄭	草溪	草溪 鄭	1573		4
PSa_1573_005822_H1	SA	정덕린	鄭德麟	鄭	草溪	草溪 鄭	1573		4
PSa_1573_005822_H2	SA	정덕봉	鄭德鳳	鄭	草溪	草溪 鄭	1573		4
PSa_1573_005822_H3	SA	정덕룡	鄭德龍	鄭	草溪	草溪 鄭	1573		4
PSa_1573_005822_H4	SA	정덕붕	鄭德鵬	鄭	草溪	草溪 鄭	1573		4
PSa_1573_005823_A1	SA	위곤	魏鯤	魏	長興	長興 魏	1573	PS2_1549_004137	4
PSa_1573_005823_G1	SA	위덕홍	魏德弘	魏	長興	長興 魏	1573		4
PSa_1573_005823_H1	SA	위덕관	魏德寬	魏	長興	長興 魏	1573		4
PSa_1573_005823_H2	SA	위덕화	魏德和	魏	長興	長興 魏	1573		4
PSa_1573_005823_H3	SA	위덕후	魏德厚	魏	長興	長興 魏	1573		4
PSa_1573_005824_A1	SA	강침	康忱	康	谷山	谷山 康	1573		4
PSa_1573_005825_A1	SA	이경윤	李憬胤	李	慶州	慶州 李	1573		4
PSa_1573_005825_G1	SA	이대수	李大遂	李	慶州	慶州 李	1573	PS2_1570_005733	4
PSa_1573_005825_G2	SA	이대건	李大建	李	慶州	慶州 李	1573	PS2_1573_005854	4
PSa_1573_005826_A1	SA	홍수	洪脩	洪	豊山	豊山 洪	1573		4
PSa_1573_005826_H1	SA	홍난상	洪鸞祥	洪	豊山	豊山 洪	1573	PS1_1579_006185	4
PSa_1573_005826_H2	SA	홍봉상	洪鳳祥	洪	豊山	豊山 洪	1573	PS1_1579_006191	4
PSa_1573_005827_A1	SA	이탄	李坦	李	全州	全州 李	1573		4
PSa_1573_005827_G1	SA	이성장	李成章	李	全州	全州 李	1573		4
PSa_1573_005827_H1	SA	이천장	李天章	李	全州	全州 李	1573		4
PSa_1573_005827_H2	SA	이진장	李晉章	李	全州	全州 李	1573		4
PSa_1573_005828_A1	SA	조세구	趙世球	趙	豊壤	豊壤 趙	1573		4
PSa_1573_005828_G1	SA	조찬	趙璨	趙	豊壤	豊壤 趙	1573	PS1_1558_004566	4
PSa_1573_005828_G2	SA	조우	趙瑀	趙	豊壤	豊壤 趙	1573		4
PSa_1573_005828_H1	SA	조관	趙瓘	趙	豊壤	豊壤 趙	1573	PS1_1582_006353	4
PSa_1573_005829_A1	SA	오응문	吳應文	吳	咸陽	咸陽 吳	1573		4
PSa_1573_005829_G1	SA	오덕홍	吳德洪	吳	咸陽	咸陽 吳	1573		4
PSa_1573_005829_H1	SA	오덕해	吳德海	吳	咸陽	咸陽 吳	1573		4
PSa_1573_005829_H2	SA	오덕함	吳德涵	吳	咸陽	咸陽 吳	1573		4
PSa_1573_005829_H3	SA	오덕순	吳德淳	吳	咸陽	咸陽 吳	1573		4
PSa_1573_005829_H4	SA	오덕흡	吳德洽	吳	咸陽	咸陽 吳	1573		4
PSa_1573_005830_A1	SA	최열	崔悅	崔	慶州	慶州 崔	1573		4
PSa_1573_005830_G1	SA	최구령	崔龜齡	崔	慶州	慶州 崔	1573	PS1_1570_005547	4
PSa_1573_005830_H1	SA	최억령	崔億齡	崔	慶州	慶州 崔	1573		4
PSa_1573_005830_H2	SA	최원령	崔元齡	崔	慶州	慶州 崔	1573		4
PSa_1573_005830_H3	SA	최득령	崔得齡	崔	慶州	慶州 崔	1573		4
PSa_1573_005831_A1	SA	김몽득	金夢得	金	延安	延安 金	1573		4
PSa_1573_005832_A1	SA	김윤	金閏	金	金海	金海 金	1573		4
PSa_1573_005832_G1	SA	김팽로	金彭老	金	金海	金海 金	1573		4
PSa_1573_005832_H1	SA	김팽세	金彭世	金	金海	金海 金	1573		4
PSa_1573_005833_A1	SA	임맹형	任孟亨	任	豊川	豊川 任	1573		4
PSa_1573_005833_H1	SA	임권숙	任權肅	任	豊川	豊川 任	1573		4
PSa_1573_005833_H2	SA	임권민	任權敏	任	豊川	豊川 任	1573		4
PSa_1573_005833_H3	SA	임권신	任權愼	任	豊川	豊川 任	1573		4
PSa_1573_005833_H4	SA	임권근	任權謹	任	豊川	豊川 任	1573		4
PSa_1573_005834_A1	SA	나응진	羅應辰	羅	羅州	羅州 羅	1573		4
PSa_1573_005834_G1	SA	나당	羅禟	羅	羅州	羅州 羅	1573		4
PSa_1573_005834_G2	SA	나유	羅裕	羅	羅州	羅州 羅	1573		4
PSa_1573_005834_G3	SA	나지	羅祉	羅	羅州	羅州 羅	1573		4
PSa_1573_005835_A1	SA	유수정	柳壽精	柳	瑞山	瑞山 柳	1573		4
PSa_1573_005836_A1	SA	윤시우	尹時雨	尹	楊州	楊州 尹	1573		4
PSa_1573_005836_G1	SA	윤응령	尹應齡	尹	楊州	楊州 尹	1573		4
PSa_1573_005837_A1	SA	장한보	張漢輔	張	蔚珍	蔚珍 張	1573		4
PSa_1573_005837_G1	SA	장익	張翼	張	蔚珍	蔚珍 張	1573		4
PSa_1573_005837_H1	SA	장습	張習	張	蔚珍	蔚珍 張	1573		4
PSa_1573_005838_A1	SA	이정수	李廷秀	李	延安	延安 李	1573		4
PSa_1573_005838_H1	SA	이실	李實	李	延安	延安 李	1573		4
PSa_1573_005838_H2	SA	이지	李贄	李	延安	延安 李	1573		4
PSa_1573_005839_A1	SA	이수겸	李守謙	李	碧珍	碧珍 李	1573		4
PSa_1573_005840_A1	SA	장예근	張禮謹	張	太原	太原 張	1573	PS2_1552_004310	4
PSa_1573_005840_G1	SA	장문한	張文翰	張	太原	太原 張	1573	PS1_1558_004568	4
PSa_1573_005840_H1	SA	장운한	張雲翰	張	太原	太原 張	1573		4
PSa_1573_005841_A1	SA	이창	李昶	李	陽城	陽城 李	1573		4
PSa_1573_005842_A1	SA	박응천	朴應川	朴	潘南	潘南 朴	1573	PS2_1543_003651	4
PSa_1573_005842_G1	SA	박동현	朴東賢	朴	潘南	潘南 朴	1573	PS2_1564_005131	4
PSa_1573_005842_G2	SA	박동호	朴東豪	朴	潘南	潘南 朴	1573		4
PSa_1573_005842_G3	SA	박동로	朴東老	朴	潘南	潘南 朴	1573	PS1_1568_005358	4
PSa_1573_005842_H1	SA	박동민	朴東民	朴	潘南	潘南 朴	1573	PS1_1588_006831	4
PSa_1573_005842_H2	SA	박동선	朴東善	朴	潘南	潘南 朴	1573	PS2_1589_042549	4
PSa_1573_005843_A1	SA	김경정	金景貞	金	扶寧	扶寧 金	1573		4
PSa_1573_005843_G1	SA	김전	金銓	金	扶寧	扶寧 金	1573	PS1_1570_005553	4
PSa_1573_005844_A1	SA	민세붕	閔世鵬	閔	驪興	驪興 閔	1573		4
PSa_1573_005844_G1	SA	민충남	閔忠男	閔	驪興	驪興 閔	1573	PS2_1561_004940	4
PSa_1573_005844_G2	SA	민서남	閔恕男	閔	驪興	驪興 閔	1573	PS1_1570_005563	4
PSa_1573_005845_A1	SA	박양좌	朴良佐	朴	順天	順天 朴	1573	PS2_1561_004863	4
PSa_1573_005845_G1	SA	박이문	朴而文	朴	順天	順天 朴	1573	PS2_1568_005503	4
PSa_1573_005846_A1	SA	남기	南麒	南	英陽	英陽 南	1573		4
PSa_1573_005846_G1	SA	남몽구	南夢龜	南	英陽	英陽 南	1573	PS2_1561_004879	4
PSa_1573_005847_A1	SA	최악궁	崔樂窮	崔	水原	水原 崔	1573		4
PSa_1573_005848_A1	SA	조묵	趙默	趙	白川	白川 趙	1573		4
PSa_1573_005848_G1	SA	조응기	趙應箕	趙	白川	白川 趙	1573		4
PSa_1573_005849_A1	SA	성학령	成鶴齡	成	昌寧	昌寧 成	1573		4
PSa_1573_005849_G1	SA	성침	成忱	成	昌寧	昌寧 成	1573	PS1_1558_004589	4
PSa_1573_005850_A1	SA	신희복	愼希復	愼	居昌	居昌 愼	1573	PMn_1553_003357	4
PSa_1573_005851_A1	SA	정이주	鄭以周	鄭	光州	光州 鄭	1573	PS1_1558_004575	4
PSa_1573_005852_A1	SA	강억	姜億	姜	晉州	晉州 姜	1573	PS1_1534_003207	4
PSa_1573_005852_G1	SA	강명서	姜命瑞	姜	晉州	晉州 姜	1573		4
PSa_1573_005852_G2	SA	강성서	姜聖瑞	姜	晉州	晉州 姜	1573		4
PSa_1573_005853_A1	SA	윤옥	尹玉	尹	茂松	茂松 尹	1573	PMn_1540_003095	4
PSa_1573_005854_A1	SA	이경윤	李憬胤	李	慶州	慶州 李	1573		4
PSa_1573_005854_G1	SA	이대수	李大遂	李	慶州	慶州 李	1573	PS2_1570_005733	4
PSa_1573_005855_A1	SA	최순민	崔舜民	崔	陽川	陽川 崔	1573	PS1_1570_005579	4
PSa_1573_005856_A1	SA	고천우	高天祐	高	開城	開城 高	1573		4
