id	title	name	birthyear	deathyear	choronym
ITKC_MI_0439A	삼연집(三淵集)	김창흡(金昌翕)	1653년(효종 4)	1722년(경종 2)	안동(安東)
ITKC_MI_0440A	유하집(柳下集)	홍세태(洪世泰)	1653년(효종 4)	1725년(영조 1)	남양(南陽)
ITKC_MI_0441A	정재집(定齋集)	박태보(朴泰輔)	1654년(효종 5)	1689년(숙종 15)	반남(潘南)
ITKC_MI_0442A	경연당집(景淵堂集)	이현조(李玄祚)	1654년(효종 5)	1710년(숙종 36)	전주(全州)
ITKC_MI_0443A	창설재집(蒼雪齋集)	권두경(權斗經)	1654년(효종 5)	1725년(영조 1)	안동(安東)
ITKC_MI_0444A	손와유고(損窩遺稿)	최석항(崔錫恒)	1654년(효종 5)	1724년(경종 4)	전주(全州)
ITKC_MI_0445A	지촌집(芝村集)	이희조(李喜朝)	1655년(효종 6)	1724년(경종 4)	연안(延安)
ITKC_MI_0446A	손재집(遜齋集)	박광일(朴光一)	1655년(효종 6)	1723년(경종 3)	순천(順天)
ITKC_MI_0447A	옥오재집(玉吾齋集)	송상기(宋相琦)	1657년(효종 8)	1723년(경종 3)	은진(恩津)
ITKC_MI_0448A	회와시고(晦窩詩稿)	이인엽(李寅燁)	1656년(효종 7)	1710년(숙종 36)	경주(慶州)
ITKC_MI_0449A	소재집(疎齋集)	이이명(李頤命)	1658년(효종 9)	1722년(경종 2)	전주(全州)
ITKC_MI_0450A	밀암집(密菴集)	이재(李栽)	1657년(효종 8)	1730년(영조 6)	재령(載寧)
ITKC_MI_0451A	죽천집(竹泉集)	김진규(金鎭圭)	1658년(효종 9)	1716년(숙종 42)	광산(光山)
ITKC_MI_0452A	노가재집(老稼齋集)	김창업(金昌業)	1658년(효종 9)	1721년(경종 1)	안동(安東)
ITKC_MI_0453A	옥천집(玉川集)	조덕린(趙德鄰)	1658년(효종 9)	1737년(영조 13)	한양(漢陽)
ITKC_MI_0454A	명암집(鳴巖集)	이해조(李海朝)	1660년(현종 1)	1711년(숙종 37)	연안(延安)
ITKC_MI_0455A	이우당집(二憂堂集)	조태채(趙泰采)	1660년(현종 1)	1722년(경종 2)	양주(楊州)
ITKC_MI_0456A	수곡집(壽谷集)	김주신(金柱臣)	1661년(현종 2)	1721년(경종 1)	경주(慶州)
ITKC_MI_0457A	포음집(圃陰集)	김창즙(金昌緝)	1662년(현종 3)	1713년(숙종 39)	안동(安東)
ITKC_MI_0458A	병산집(屛山集)	이관명(李觀命)	1661년(현종 2)	1733년(영조 9)	전주(全州)
ITKC_MI_0459A	한포재집(寒圃齋集)	이건명(李健命)	1663년(현종 4)	1722년(경종 2)	전주(全州)
ITKC_MI_0460A	식산집(息山集)	이만부(李萬敷)	1664년(현종 5)	1732년(영조 8)	연안(延安)
ITKC_MI_0461A	송암집(松巖集)	이재형(李載亨)	1665년(현종 6)	1741년(영조 17)	전주(全州)
ITKC_MI_0462A	덕촌집(德村集)	양득중(梁得中)	1665년(현종 6)	1742년(영조 18)	제주(濟州)
ITKC_MI_0463A	돈와유고(遯窩遺稿)	임수간(任守幹)	1665년(현종 6)	1721년(경종 1)	풍천(豐川)
ITKC_MI_0464A	도곡집(陶谷集)	이의현(李宜顯)	1669년(현종 10)	1745년(영조 21)	용인(龍仁)
ITKC_MI_0465A	희암집(希菴集)	채팽윤(蔡彭胤)	1669년(현종 10)	1731년(영조 7)	평강(平康)
ITKC_MI_0466A	곤륜집(昆侖集)	최창대(崔昌大)	1669년(현종 10)	1720년(숙종 46)	전주(全州)
ITKC_MI_0467A	기원집(杞園集)	어유봉(魚有鳳)	1672년(현종 13)	1744년(영조 20)	함종(咸從)
ITKC_MI_0468A	북헌집(北軒集)	김춘택(金春澤)	1670년(현종 11)	1717년(숙종 43)	광산(光山)
ITKC_MI_0469A	극재집(克齋集)	신익황(申益愰)	1672년(현종 13)	1722년(경종 2)	평산(平山)
ITKC_MI_0470A	도운유집(陶雲遺集)	이진망(李眞望)	1672년(현종 13)	1737년(영조 13)	전주(全州)
ITKC_MI_0471A	서당사재(西堂私載)	이덕수(李德壽)	1673년(현종 14)	1744년(영조 20)	전의(全義)
ITKC_MI_0472A	내재집(耐齋集)	홍태유(洪泰猷)	1672년(현종 13)	1715년(숙종 41)	남양(南陽)
ITKC_MI_0473A	눌은집(訥隱集)	이광정(李光庭)	1674년(현종 15)	1756년(영조 32)	원주(原州)
ITKC_MI_0474A	병곡집(屛谷集)	권구(權榘)	1672년(현종 13)	1749년(영조 25)	안동(安東)
ITKC_MI_0475A	경암유고(敬庵遺稿)	윤동수(尹東洙)	1674년(현종 15)	1739년(영조 15)	파평(坡平)
ITKC_MI_0476A	겸재집(謙齋集)	조태억(趙泰億)	1675년(숙종 1)	1728년(영조 4)	양주(楊州)
ITKC_MI_0477A	외암유고(巍巖遺稿)	이간(李柬)	1677년(숙종 3)	1727년(영조 3)	예안(禮安)
ITKC_MI_0478A	관봉유고(冠峯遺稿)	현상벽(玄尙璧)	1673년(현종 14)	1731년(영조 7)	연주(延州)
ITKC_MI_0479A	두타초(頭陀草)	이하곤(李夏坤)	1677년(숙종 3)	1724년(경종 4)	경주(慶州)
ITKC_MI_0480A	백일헌유집(白日軒遺集)	이삼(李森)	1677년(숙종 3)	1735년(영조 11)	함평(咸平)
ITKC_MI_0481A	백하집(白下集)	윤순(尹淳)	1680년(숙종 6)	1741년(영조 17)	해평(海平)
ITKC_MI_0482A	학암집(鶴巖集)	조문명(趙文命)	1680년(숙종 6)	1732년(영조 8)	풍양(豐壤)
ITKC_MI_0483A	치헌집(癡軒集)	김덕오(金德五)	1680년(숙종 6)	1748년(영조 24)	수안(遂安)
ITKC_MI_0484A	포암집(圃巖集)	윤봉조(尹鳳朝)	1680년(숙종 6)	1761년(영조 37)	파평(坡平)
ITKC_MI_0485A	도암집(陶菴集)	이재(李縡)	1680년(숙종 6)	1746년(영조 22)	우봉(牛峯)
ITKC_MI_0486A	여호집(黎湖集)	박필주(朴弼周)	1680년(숙종 6)	1748년(영조 24)	반남(潘南)
ITKC_MI_0487A	서암집(恕菴集)	신정하(申靖夏)	1681년(숙종 7)	1716년(숙종 42)	평산(平山)
ITKC_MI_0488A	완암집(浣巖集)	정내교(鄭來僑)	1681년(숙종 7)	1759년(영조 35)	창녕(昌寧)
ITKC_MI_0489A	성호전집(星湖全集)	이익(李瀷)	1681년(숙종 7)	1763년(영조 39)	여주(驪州)
ITKC_MI_0490A	청천집(靑泉集)	신유한(申維翰)	1681년(숙종 7)	1752년(영조 28)	영해(寧海)
ITKC_MI_0491A	남당집(南塘集)	한원진(韓元震)	1682년(숙종 8)	1751년(영조 27)	청주(淸州)
ITKC_MI_0492A	관복암시고(觀復菴詩稿)	김숭겸(金崇謙)	1682년(숙종 8)	1700년(숙종 26)	안동(安東)
ITKC_MI_0493A	숭악집(崧岳集)	임창택(林昌澤)	1682년(숙종 8)	1723년(경종 3)	곡성(谷城)
ITKC_MI_0494A	병계집(屛溪集)	윤봉구(尹鳳九)	1683년(숙종 9)	1767년(영조 43)	파평(坡平)
ITKC_MI_0495A	봉암집(鳳巖集)	채지홍(蔡之洪)	1683년(숙종 9)	1741년(영조 17)	인천(仁川)
ITKC_MI_0496A	노촌집(老村集)	임상덕(林象德)	1683년(숙종 9)	1719년(숙종 45)	나주(羅州)
ITKC_MI_0497A	제산집(霽山集)	김성탁(金聖鐸)	1684년(숙종 10)	1747년(영조 23)	의성(義城)
ITKC_MI_0498A	저촌유고(樗村遺稿)	심육(沈錥)	1685년(숙종 11)	1753년(영조 29)	청송(靑松)
ITKC_MI_0499A	일암유고(一庵遺稿)	윤동원(尹東源)	1685년(숙종 11)	1741년(영조 17)	파평(坡平)
ITKC_MI_0500A	화곡집(華谷集)	황택후(黃宅厚)	1687년(숙종 13)	1737년(영조 13)	창원(昌原)
ITKC_MI_0501A	강좌집(江左集)	권만(權萬)	1688년(숙종 14)	1749년(영조 25)	안동(安東)
ITKC_MI_0502A	몽예집(夢囈集)	남극관(南克寬)	1689년(숙종 15)	1714년(숙종 40)	의령(宜寧)
ITKC_MI_0503A	관양집(冠陽集)	이광덕(李匡德)	1690년(숙종 16)	1748년(영조 24)	전주(全州)
ITKC_MI_0504A	입재유고(立齋遺稿)	강재항(姜再恒)	1689년(숙종 15)	1756년(영조 32)	진주(晉州)
ITKC_MI_0505A	약산만고(藥山漫稿)	오광운(吳光運)	1689년(숙종 15)	1745년(영조 21)	동복(同福)
ITKC_MI_0506A	회헌집(悔軒集)	조관빈(趙觀彬)	1691년(숙종 17)	1757년(영조 33)	양주(楊州)
ITKC_MI_0507A	귀록집(歸鹿集)	조현명(趙顯命)	1691년(숙종 17)	1752년(영조 28)	풍양(豐壤)
ITKC_MI_0508A	지수재집(知守齋集)	유척기(兪拓基)	1691년(숙종 17)	1767년(영조 43)	기계(杞溪)
ITKC_MI_0509A	오천집(梧川集)	이종성(李宗城)	1692년(숙종 18)	1759년(영조 35)	경주(慶州)
ITKC_MI_0510A	동계집(東谿集)	조귀명(趙龜命)	1693년(숙종 19)	1737년(영조 13)	풍양(豐壤)
ITKC_MI_0511A	정암집(貞菴集)	민우수(閔遇洙)	1694년(숙종 20)	1756년(영조 32)	여흥(驪興)
ITKC_MI_0512A	직암집(直菴集)	신경(申暻)	1696년(숙종 22)	1766년(영조 42)	평산(平山)
ITKC_MI_0513A	뇌연집(雷淵集)	남유용(南有容)	1698년(숙종 24)	1773년(영조 49)	의령(宜寧)
ITKC_MI_0514A	진암집(晉菴集)	이천보(李天輔)	1698년(숙종 24)	1761년(영조 37)	연안(延安)
ITKC_MI_0515A	월곡집(月谷集)	오원(吳瑗)	1700년(숙종 26)	1740년(영조 16)	해주(海州)
ITKC_MI_0516A	춘주유고(春洲遺稿)	김도수(金道洙)	1699년(숙종 25)	1733년(영조 9)	청풍(淸風)
ITKC_MI_0517A	계구암집(戒懼菴集)	윤형로(尹衡老)	1702년(숙종 28)	1782년(정조 6)	파평(坡平)
ITKC_MI_0518A	삼산집(三山集)	유정원(柳正源)	1702년(숙종 28)	1761년(영조 37)	전주(全州)
ITKC_MI_0519A	미호집(渼湖集)	김원행(金元行)	1702년(숙종 28)	1772년(영조 48)	안동(安東)
ITKC_MI_0520A	손재집(損齋集)	조재호(趙載浩)	1702년(숙종 28)	1762년(영조 38)	풍양(豐壤)
ITKC_MI_0521A	역천집(櫟泉集)	송명흠(宋明欽)	1705년(숙종 31)	1768년(영조 44)	은진(恩津)
ITKC_MI_0522A	원교집(圓嶠集)	이광사(李匡師)	1705년(숙종 31)	1777년(정조 1)	전주(全州)
ITKC_MI_0523A	백불암집(百弗菴集)	최흥원(崔興遠)	1705년(숙종 31)	1786년(정조 10)	경주(慶州)
ITKC_MI_0524A	구사당집(九思堂集)	김낙행(金樂行)	1708년(숙종 34)	1766년(영조 42)	의성(義城)
ITKC_MI_0525A	탄만집(𢾡𢿜集)	이용휴(李用休)	1708년(숙종 34)	1782년(정조 6)	여주(驪州)
ITKC_MI_0526A	소곡유고(素谷遺稿)	윤광소(尹光紹)	1708년(숙종 34)	1786년(정조 10)	파평(坡平)
ITKC_MI_0527A	강한집(江漢集)	황경원(黃景源)	1709년(숙종 35)	1787년(정조 11)	장수(長水)
ITKC_MI_0528A	운평집(雲坪集)	송능상(宋能相)	1710년(숙종 36)	1758년(영조 34)	은진(恩津)
ITKC_MI_0529A	한정당집(閒靜堂集)	송문흠(宋文欽)	1710년(숙종 36)	1752년(영조 28)	은진(恩津)
ITKC_MI_0530A	능호집(凌壺集)	이인상(李麟祥)	1710년(숙종 36)	1760년(영조 36)	전주(全州)
ITKC_MI_0531A	대산집(大山集)	이상정(李象靖)	1711년(숙종 37)	1781년(정조 5)	한산(韓山)
ITKC_MI_0532A	녹문집(鹿門集)	임성주(任聖周)	1711년(숙종 37)	1788년(정조 12)	풍천(豐川)
ITKC_MI_0533A	과암집(果菴集)	송덕상(宋德相)	1710년(숙종 36)	1783년(정조 7)	은진(恩津)
ITKC_MI_0534A	순암집(順菴集)	안정복(安鼎福)	1712년(숙종 38)	1791년(정조 15)	광주(廣州)
ITKC_MI_0535A	재간집(在澗集)	임희성(任希聖)	1712년(숙종 38)	1783년(정조 7)	풍천(豐川)
ITKC_MI_0536A	여암유고(旅菴遺稿)	신경준(申景濬)	1712년(숙종 38)	1781년(정조 5)	고령(高靈)
ITKC_MI_0537A	석북집(石北集)	신광수(申光洙)	1712년(숙종 38)	1775년(영조 51)	고령(高靈)
ITKC_MI_0538A	소산집(小山集)	이광정(李光靖)	1714년(숙종 40)	1789년(정조 13)	한산(韓山)
ITKC_MI_0539A	풍서집(豐墅集)	이민보(李敏輔)	1717년(숙종 43)	1799년(정조 23)	연안(延安)
ITKC_MI_0540A	보만재집(保晚齋集)	서명응(徐命膺)	1716년(숙종 42)	1787년(정조 11)	달성(達城)
ITKC_MI_0541A	삽교집(霅橋集)	안석경(安錫儆)	1718년(숙종 44)	1774년(영조 50)	순흥(順興)
ITKC_MI_0542A	간옹집(艮翁集)	이헌경(李獻慶)	1719년(숙종 45)	1791년(정조 15)	전주(全州)
ITKC_MI_0543A	번암집(樊巖集)	채제공(蔡濟恭)	1720년(숙종 46)	1799년(정조 23)	평강(平康)
ITKC_MI_0544A	쌍계유고(雙溪遺稿)	이복원(李福源)	1719년(숙종 45)	1792년(정조 16)	연안(延安)
ITKC_MI_0545A	이참봉집(李參奉集)	이광려(李匡呂)	1720년(숙종 46)	1783년(정조 7)	전주(全州)
ITKC_MI_0546A	본암집(本庵集)	김종후(金鍾厚)	1721년(경종 1)	1780년(정조 4)	청풍(淸風)
ITKC_MI_0547A	노애집(蘆厓集)	유도원(柳道源)	1721년(경종 1)	1791년(정조 15)	전주(全州)
ITKC_MI_0548A	삼산재집(三山齋集)	김이안(金履安)	1722년(경종 2)	1791년(정조 15)	안동(安東)
ITKC_MI_0549A	해좌집(海左集)	정범조(丁範祖)	1723년(경종 3)	1801년(순조 1)	나주(羅州)
ITKC_MI_0550A	죽하집(竹下集)	김익(金熤)	1723년(경종 3)	1790년(정조 14)	연안(延安)
ITKC_MI_0551A	이계집(耳溪集)	홍양호(洪良浩)	1724년(경종 4)	1802년(순조 2)	풍산(豐山)
ITKC_MI_0552A	순암집(醇庵集)	오재순(吳載純)	1727년(영조 3)	1792년(정조 16)	해주(海州)
ITKC_MI_0553A	존재집(存齋集)	위백규(魏伯珪)	1727년(영조 3)	1798년(정조 22)	장흥(長興)
ITKC_MI_0554A	성담집(性潭集)	송환기(宋煥箕)	1728년(영조 4)	1807년(순조 7)	은진(恩津)
ITKC_MI_0555A	하서집(荷棲集)	조경(趙璥)	1727년(영조 3)	1787년(정조 11)	풍양(豐壤)
ITKC_MI_0556A	몽오집(夢梧集)	김종수(金鍾秀)	1728년(영조 4)	1799년(정조 23)	청풍(淸風)
ITKC_MI_0557A	이재유고(頤齋遺藁)	황윤석(黃胤錫)	1729년(영조 5)	1791년(정조 15)	평해(平海)
ITKC_MI_0558A	연석(燕石)	유언호(兪彥鎬)	1730년(영조 6)	1796년(정조 20)	기계(杞溪)
ITKC_MI_0559A	수산집(修山集)	이종휘(李種徽)	1731년(영조 7)	1797년(정조 21)	전주(全州)
ITKC_MI_0560A	담헌서(湛軒書)	홍대용(洪大容)	1731년(영조 7)	1783년(정조 7)	남양(南陽)
ITKC_MI_0561A	청성집(靑城集)	성대중(成大中)	1732년(영조 8)	1809년(순조 9)	창녕(昌寧)
ITKC_MI_0562A	자저(自著)	유한준(兪漢雋)	1732년(영조 8)	1811년(순조 11)	기계(杞溪)
ITKC_MI_0563A	근재집(近齋集)	박윤원(朴胤源)	1734년(영조 10)	1799년(정조 23)	반남(潘南)
ITKC_MI_0564A	능허관만고(凌虛關漫稿)	장헌세자(莊憲世子)	1735년(영조 11)	1762년(영조 38)	전주(全州)
ITKC_MI_0565A	완구유집(宛丘遺集)	신대우(申大羽)	1735년(영조 11)	1809년(순조 9)	평산(平山)
ITKC_MI_0566A	묵헌집(默軒集)	이만운(李萬運)	1736년(영조 12)	1820년(순조 20)	광주(廣州)
ITKC_MI_0567A	만각재집(晚覺齋集)	이동급(李東汲)	1738년(영조 14)	1811년(순조 11)	광주(廣州)
ITKC_MI_0568A	연암집(燕巖集)	박지원(朴趾源)	1737년(영조 13)	1805년(순조 5)	반남(潘南)
ITKC_MI_0569A	신재집(信齋集)	이영익(李令翊)	1738년(영조 14)	1780년(정조 4)	전주(全州)
ITKC_MI_0570A	송목관신여고(松穆館燼餘稿)	이언진(李彥瑱)	1740년(영조 16)	1766년(영조 42)	강양(江陽)
ITKC_MI_0571A	입재집(立齋集)	정종로(鄭宗魯)	1738년(영조 14)	1816년(순조 16)	진주(晉州)
ITKC_MI_0572A	금석집(錦石集)	박준원(朴準源)	1739년(영조 15)	1807년(순조 7)	반남(潘南)
ITKC_MI_0573A	과재유고(過齋遺稿)	김정묵(金正默)	1739년(영조 15)	1799년(정조 23)	광산(光山)
ITKC_MI_0574A	금대시문초(錦帶詩文鈔)	이가환(李家煥)	1742년(영조 18)	1801년(순조 1)	여주(驪州)
ITKC_MI_0575A	초원유고(椒園遺藁)	이충익(李忠翊)	1744년(영조 20)	1816년(순조 16)	전주(全州)
ITKC_MI_0576A	무명자집(無名子集)	윤기(尹愭)	1741년(영조 17)	1826년(순조 26)	파평(坡平)
ITKC_MI_0577A	청장관전서(靑莊館全書)	이덕무(李德懋)	1741년(영조 17)	1793년(정조 17)	전주(全州)
ITKC_MI_0578A	해석유고(海石遺稿)	김재찬(金載瓚)	1746년(영조 22)	1827년(순조 27)	연안(延安)
ITKC_MI_0579A	영재집(泠齋集)	유득공(柳得恭)	1748년(영조 24)	1807년(순조 7)	문화(文化)
ITKC_MI_0580A	공백당집(拱白堂集)	황덕일(黃德壹)	1748년(영조 24)	1800년(정조 24)	창원(昌原)
ITKC_MI_0581A	하려집(下廬集)	황덕길(黃德吉)	1750년(영조 26)	1827년(순조 27)	창원(昌原)
ITKC_MI_0582A	명고전집(明臯全集)	서형수(徐瀅修)	1749년(영조 25)	1824년(순조 24)	달성(達城)
ITKC_MI_0583A	정유각집(貞蕤閣集)	박제가(朴齊家)	1750년(영조 26)	1805년(순조 5)	밀양(密陽)
ITKC_MI_0584A	홍재전서(弘齋全書)	정조(正祖)	1752년(영조 28)	1800년(정조 24)	전주(全州)
ITKC_MI_0585A	극원유고(屐園遺稿)	이만수(李晩秀)	1752년(영조 28)	1820년(순조 20)	연안(延安)
ITKC_MI_0586A	사명자시집(四名子詩集)	차좌일(車佐一)	1753년(영조 29)	1809년(순조 9)	연안(延安)
ITKC_MI_0587A	후계집(後溪集)	이이순(李頤淳)	1754년(영조 30)	1832년(순조 32)	진보(眞寶)
ITKC_MI_0588A	죽석관유집(竹石館遺集)	서영보(徐榮輔)	1759년(영조 35)	1816년(순조 16)	달성(達城)
ITKC_MI_0589A	척재집(惕齋集)	이서구(李書九)	1754년(영조 30)	1825년(순조 25)	전주(全州)
ITKC_MI_0590A	이이엄집(而已广集)	장혼(張混)	1759년(영조 35)	1828년(순조 28)	결성(結城)
ITKC_MI_0591A	강재집(剛齋集)	송치규(宋穉圭)	1759년(영조 35)	1838년(헌종 4)	은진(恩津)
ITKC_MI_0592A	추재집(秋齋集)	조수삼(趙秀三)	1762년(영조 38)	1849년(헌종 15)	한양(漢陽)
ITKC_MI_0593A	금릉집(金陵集)	남공철(南公轍)	1760년(영조 36)	1840년(헌종 6)	의령(宜寧)
ITKC_MI_0594A	연경재전집(硏經齋全集)	성해응(成海應)	1760년(영조 36)	1839년(헌종 5)	창녕(昌寧)
ITKC_MI_0595A	석천유고(石泉遺稿)	신작(申綽)	1760년(영조 36)	1828년(순조 28)	평산(平山)
ITKC_MI_0596A	노주집(老洲集)	오희상(吳熙常)	1763년(영조 39)	1833년(순조 33)	해주(海州)
ITKC_MI_0597A	여유당전서(與猶堂全書)	정약용(丁若鏞)	1762년(영조 38)	1836년(헌종 2)	나주(羅州)
ITKC_MI_0598A	석재고(碩齋稿)	윤행임(尹行恁)	1762년(영조 38)	1801년(순조 1)	남원(南原)
ITKC_MI_0599A	풍석전집(楓石全集)	서유구(徐有榘)	1764년(영조 40)	1845년(헌종 11)	달성(達城)
ITKC_MI_0600A	풍고집(楓皐集)	김조순(金祖淳)	1765년(영조 41)	1832년(순조 32)	안동(安東)
ITKC_MI_0601A	담정유고(藫庭遺藁)	김려(金鑢)	1766년(영조 42)	1821년(순조 21)	연안(延安)
ITKC_MI_0602A	두실존고(斗室存稿)	심상규(沈象奎)	1766년(영조 42)	1838년(헌종 4)	청송(靑松)
ITKC_MI_0603A	대연유고(岱淵遺藁)	이면백(李勉伯)	1767년(영조 43)	1830년(순조 30)	전주(全州)
ITKC_MI_0604A	낙하생집(洛下生集)	이학규(李學逵)	1770년(영조 46)	1835년(헌종 1)	평창(平昌)
ITKC_MI_0605A	경수당전고(警修堂全藁)	신위(申緯)	1769년(영조 45)	1845년(헌종 11)	평산(平山)
ITKC_MI_0606A	존재집(存齋集)	박윤묵(朴允默)	1771년(영조 47)	1849년(헌종 15)	밀양(密陽)
ITKC_MI_0607A	연천집(淵泉集)	홍석주(洪奭周)	1774년(영조 50)	1842년(헌종 8)	풍산(豐山)
ITKC_MI_0608A	대산집(臺山集)	김매순(金邁淳)	1776년(영조 52)	1840년(헌종 6)	안동(安東)
ITKC_MI_0609A	매산집(梅山集)	홍직필(洪直弼)	1776년(영조 52)	1852년(철종 3)	남양(南陽)
ITKC_MI_0610A	정재집(定齋集)	유치명(柳致明)	1777년(정조 1)	1861년(철종 12)	전주(全州)
ITKC_MI_0611A	운석유고(雲石遺稿)	조인영(趙寅永)	1782년(정조 6)	1850년(철종 1)	풍양(豐壤)
ITKC_MI_0612A	과재집(果齋集)	성근묵(成近默)	1784년(정조 8)	1852년(철종 3)	창녕(昌寧)
ITKC_MI_0613A	경산집(經山集)	정원용(鄭元容)	1783년(정조 7)	1873년(고종 10)	동래(東萊)
ITKC_MI_0614A	완당전집(阮堂全集)	김정희(金正喜)	1786년(정조 10)	1856년(철종 7)	경주(慶州)
ITKC_MI_0615A	성재집(成齋集)	조병현(趙秉鉉)	1791년(정조 15)	1849년(헌종 15)	풍양(豐壤)
ITKC_MI_0616A	사기집(沙磯集)	이시원(李是遠)	1789년(정조 13)	1866년(고종 3)	전주(全州)
ITKC_MI_0617A	오서집(梧墅集)	박영원(朴永元)	1791년(정조 15)	1854년(철종 5)	고령(高靈)
ITKC_MI_0618A	소재집(歗齋集)	변종운(卞鍾運)	1790년(정조 14)	1866년(고종 3)	밀양(密陽)
ITKC_MI_0619A	금곡집(錦谷集)	송내희(宋來熙)	1791년(정조 15)	1867년(고종 4)	은진(恩津)
ITKC_MI_0620A	동번집(東樊集)	이만용(李晩用)	1792년(정조 16)	1863년(철종 14)	전주(全州)
ITKC_MI_0621A	화서집(華西集)	이항로(李恒老)	1792년(정조 16)	1868년(고종 5)	벽진(碧珍)
ITKC_MI_0622A	침계유고(梣溪遺稿)	윤정현(尹定鉉)	1793년(정조 17)	1874년(고종 11)	남원(南原)
ITKC_MI_0623A	연파시초(蓮坡詩鈔)	김진수(金進洙)	1797년(정조 21)	1865년(고종 2)	경주(慶州)
ITKC_MI_0624A	해옹고(海翁藁)	홍한주(洪翰周)	1798년(정조 22)	1868년(고종 5)	풍산(豐山)
ITKC_MI_0625A	심암유고(心庵遺稿)	조두순(趙斗淳)	1796년(정조 20)	1870년(고종 7)	양주(楊州)
ITKC_MI_0626A	성재집(性齋集)	허전(許傳)	1797년(정조 21)	1886년(고종 23)	양천(陽川)
ITKC_MI_0627A	담인집(澹人集)	신좌모(申佐模)	1799년(정조 23)	1877년(고종 14)	고령(高靈)
ITKC_MI_0628A	노사집(蘆沙集)	기정진(奇正鎭)	1798년(정조 22)	1879년(고종 16)	행주(幸州)
ITKC_MI_0629A	숙재집(肅齋集)	조병덕(趙秉悳)	1800년(정조 24)	1870년(고종 7)	양주(楊州)
ITKC_MI_0630A	봉서집(鳳棲集)	유신환(兪莘煥)	1801년(순조 1)	1859년(철종 10)	기계(杞溪)
ITKC_MI_0631A	은송당집(恩誦堂集)	이상적(李尙迪)	1803년(순조 3)	1865년(고종 2)	우봉(牛峯)
ITKC_MI_0632A	환재집(瓛齋集)	박규수(朴珪壽)	1807년(순조 7)	1876년(고종 13)	반남(潘南)
ITKC_MI_0633A	하원시초(夏園詩鈔)	정지윤(鄭芝潤)	1808년(순조 8)	1858년(철종 9)	봉산(蓬山)
ITKC_MI_0634A	수종재집(守宗齋集)	송달수(宋達洙)	1808년(순조 8)	1858년(철종 9)	은진(恩津)
ITKC_MI_0635A	계당집(溪堂集)	유주목(柳疇睦)	1813년(순조 13)	1872년(고종 9)	풍산(豐山)
ITKC_MI_0636A	고산집(鼓山集)	임헌회(任憲晦)	1811년(순조 11)	1876년(고종 13)	풍천(豐川)
ITKC_MI_0637A	가오고략(嘉梧藁略)	이유원(李裕元)	1814년(순조 14)	1888년(고종 25)	경주(慶州)
ITKC_MI_0638A	사미헌집(四未軒集)	장복추(張福樞)	1815년(순조 15)	1900년(고종 37)	인동(仁同)
ITKC_MI_0639A	규재유고(圭齋遺藁)	남병철(南秉哲)	1817년(순조 17)	1863년(철종 14)	의령(宜寧)
ITKC_MI_0640A	한주집(寒洲集)	이진상(李震相)	1818년(순조 18)	1886년(고종 23)	성산(星山)
ITKC_MI_0641A	고환당수초(古歡堂收艸)	강위(姜瑋)	1820년(순조 20)	1884년(고종 21)	진주(晉州)
ITKC_MI_0642A	중암집(重菴集)	김평묵(金平默)	1819년(순조 19)	1891년(고종 28)	청풍(淸風)
ITKC_MI_0643A	서산집(西山集)	김흥락(金興洛)	1827년(순조 27)	1899년(고종 36)	의성(義城)
ITKC_MI_0644A	하정집(荷亭集)	김영수(金永壽)	1829년(순조 29)	1899년(고종 36)	광산(光山)
ITKC_MI_0645A	미산집(眉山集)	한장석(韓章錫)	1832년(순조 32)	1894년(고종 31)	청주(淸州)
ITKC_MI_0646A	성재집(省齋集)	유중교(柳重敎)	1832년(순조 32)	1893년(고종 30)	고흥(高興)
ITKC_MI_0647A	면암집(勉菴集)	최익현(崔益鉉)	1833년(순조 33)	1906년(고종 43)	경주(慶州)
ITKC_MI_0648A	후산집(后山集)	허유(許愈)	1833년(순조 33)	1904년(고종 41)	김해(金海)
ITKC_MI_0649A	방산집(舫山集)	허훈(許薰)	1836년(헌종 2)	1907년(순종 1)	김해(金海)
ITKC_MI_0650A	운양집(雲養集)	김윤식(金允植)	1835년(헌종 1)	1922년	청풍(淸風)
ITKC_MI_0651A	연재집(淵齋集)	송병선(宋秉璿)	1836년(헌종 2)	1905년(고종 42)	은진(恩津)
ITKC_MI_0652A	만구집(晩求集)	이종기(李種杞)	1837년(헌종 3)	1902년(고종 39)	전의(全義)
ITKC_MI_0653A	간재집(艮齋集)	전우(田愚)	1841년(헌종 7)	1922년	담양(潭陽)
ITKC_MI_0654A	의암집(毅菴集)	유인석(柳麟錫)	1842년(헌종 8)	1915년	고흥(高興)
ITKC_MI_0655A	면우집(俛宇集)	곽종석(郭鍾錫)	1846년(헌종 12)	1919년	현풍(玄風)
ITKC_MI_0656A	송사집(松沙集)	기우만(奇宇萬)	1846년(헌종 12)	1916년	행주(幸州)
ITKC_MI_0657A	이해학유서(李海鶴遺書)	이기(李沂)	1848년(헌종 14)	1909년(순종 3)	고성(固城)
ITKC_MI_0658A	소호당집(韶濩堂集)	김택영(金澤榮)	1850년(철종 1)	1927년	화개(花開)
ITKC_MI_0659A	양원유집(陽園遺集)	신기선(申箕善)	1851년(철종 2)	1909년(순종 3)	평산(平山)
